"W22A1";"W22B1";"W22A6";"W22B9";"W22D1";"W22E38";"weight_2022"
1;8230;2;2;8;1;424.625826775121
2;8264;7;1;8;3;250.554025393865
2;8406;7;2;2;2;375.97168524395
1;8515;2;1;7;-7;287.748405599548
2;8264;6;1;8;-7;162.64033227321
1;8240;7;1;8;1;250.986963547943
2;8214;5;1;6;4;214.15061631047
2;8207;3;1;6;2;175.990775044127
1;8410;2;2;3;1;231.119620600213
1;8510;10;1;9;1;252.12680130526
1;8439;5;1;8;1;195.871876326333
2;8239;5;1;7;1;358.406529872499
1;8231;12;1;8;1;611.149090630809
1;8204;8;2;8;1;237.093827783628
1;8207;12;2;6;1;203.777619311051
1;8206;3;1;8;1;392.821364668785
1;8215;3;1;7;2;130.226816060394
2;8362;11;1;4;1;295.352021487136
2;8232;13;1;6;3;274.668040000163
2;8406;7;1;2;3;258.480533605216
1;8357;8;2;8;1;431.388151603593
1;8229;6;2;8;1;289.949152557022
2;8248;2;1;3;1;413.688059213878
2;8534;6;1;7;3;353.615139838104
1;8256;10;1;5;4;447.909188087932
2;8215;6;1;8;2;121.46411109786
2;8255;6;1;3;3;459.366115752076
2;8439;3;1;8;-7;278.655268553562
2;8230;1;1;7;1;186.603593779167
1;8331;7;1;5;-7;301.552882674356
1;8231;4;1;2;1;515.657045219744
1;8205;5;1;8;1;348.284851309436
1;8362;11;2;5;4;297.244984350437
2;8265;3;2;7;1;167.227133653418
2;8212;4;2;9;1;185.675847098231
2;8212;2;2;8;1;202.313012604297
2;8252;8;1;8;2;203.441777038342
1;8427;5;1;4;-7;229.759022991205
2;8240;7;1;7;3;214.709320249608
2;8232;4;1;2;1;274.668040000163
2;8212;5;1;8;1;189.025293751768
2;8406;8;1;5;-7;339.656238373795
1;8408;6;2;1;3;244.066361419228
1;8229;2;1;8;1;255.129220656235
2;8264;11;2;8;1;210.626556434901
1;8215;7;1;7;1;132.594576352401
2;8204;9;2;8;1;196.621685554556
1;8423;5;1;4;-7;255.358890618035
2;8424;4;1;8;3;249.935722576944
1;8236;3;1;7;4;191.499114211605
2;8248;3;1;7;4;424.030260694224
2;8230;2;2;8;1;205.91870260894
1;8545;11;2;4;3;395.978934931508
1;8212;9;1;7;-7;168.217240800645
1;8215;3;1;7;1;172.550531280022
1;8212;11;1;8;-7;177.32900801068
2;8252;4;1;3;-7;413.688059213878
2;8236;8;1;9;2;224.618909943446
2;8214;6;1;7;1;225.436932575482
1;8236;1;2;6;3;231.119620600213
1;8207;9;2;8;1;185.594385587911
2;8230;12;1;6;2;180.284500232177
2;8331;5;2;5;-7;358.002450287437
1;8607;8;2;9;1;244.066361419228
2;8218;3;1;2;2;184.70398333113
1;8227;8;2;9;-7;236.42026577288
1;8541;10;2;2;2;395.978934931508
1;8421;4;2;5;-7;169.553250237412
1;8214;11;1;9;1;298.439783224148
1;8425;5;1;6;4;205.10302147363
1;8230;11;1;5;1;320.413627529945
1;8250;11;1;8;4;238.437615370546
2;8510;9;1;8;-7;231.99738618634
2;8439;2;1;8;-7;291.645213403427
2;8304;6;1;8;3;281.287639511558
2;8218;4;2;9;1;177.831276974623
1;8256;12;1;2;1;493.203375647386
2;8265;13;1;8;1;163.617151085662
1;8264;3;1;7;2;199.396390761598
2;8510;5;1;5;-7;203.173468508643
1;8215;9;1;2;1;202.879671336192
1;8439;11;1;8;2;195.871876326333
2;8236;6;1;8;1;213.819923888473
2;8236;7;2;9;1;233.744053159898
2;8427;7;1;8;1;210.626556434901
1;8212;5;2;7;1;226.158734854201
2;8252;13;1;3;1;358.406529872499
2;8207;3;1;5;3;226.440599283011
2;8424;1;2;1;-7;266.233574062433
2;8264;10;1;2;1;172.687611486999
2;8232;6;1;5;3;250.343850291035
2;8331;5;1;8;-7;295.352021487136
2;8230;12;1;8;1;207.649111874561
2;8513;9;1;8;1;256.066135744834
1;8218;12;1;4;1;181.397959486206
1;8248;10;1;1;2;348.284851309436
2;8231;10;2;4;4;481.518120467468
2;8230;6;2;8;3;201.022012559416
1;8231;11;1;4;1;515.657045219744
2;8424;1;1;4;2;258.480533605216
1;8407;12;2;9;2;332.725256605253
2;8302;12;2;2;1;270.869578788908
1;8510;2;1;7;-7;240.262010655601
2;8514;9;1;8;-7;144.822594001294
2;8228;2;1;8;1;214.15061631047
1;8236;12;2;8;1;191.499114211605
1;8255;3;1;4;3;549.913171453532
2;8510;10;1;8;-7;233.715885343276
1;8230;11;1;8;1;298.373194155132
1;8215;5;1;7;1;132.594576352401
2;8362;12;1;1;3;283.941296488082
2;8424;2;2;1;3;249.935722576944
1;8231;10;1;2;1;494.012181593237
1;8362;8;2;4;1;297.244984350437
2;8429;2;1;8;2;177.173003993155
2;8212;7;2;4;4;202.313012604297
2;8231;7;1;7;-7;435.21830119175
2;8215;3;1;7;1;133.080221514703
2;8215;4;1;8;-7;133.080221514703
1;8438;2;1;8;4;611.149090630809
1;8206;12;1;7;1;237.093827783628
1;8231;6;1;1;2;322.433830574186
1;8236;10;1;8;-7;191.499114211605
2;8998;7;1;1;-7;230.570373311366
2;8406;4;2;2;-7;247.591109794796
2;8262;6;2;5;1;255.350727296855
2;8212;5;1;8;3;159.649741344398
1;8255;8;1;3;3;447.909188087932
1;8214;4;1;8;1;298.439783224148
1;8231;5;2;8;-7;611.149090630809
1;8229;11;1;9;1;235.112433397301
2;8248;6;1;4;1;573.30621981617
2;8232;5;2;5;-7;214.709320249608
1;8265;9;1;7;3;190.040548379822
2;8255;8;2;5;3;181.748719597832
2;8239;6;1;4;3;226.440599283011
1;8359;12;1;5;2;301.552882674356
1;8439;6;1;8;3;194.521035799945
2;8510;11;1;5;2;162.753421630674
1;8406;8;1;8;1;319.607056524042
2;8252;6;1;5;4;573.30621981617
1;8214;6;1;7;1;298.439783224148
1;8510;7;1;8;1;203.173468508643
2;8255;10;1;2;-7;424.030260694224
2;8207;12;1;7;1;171.814722754944
1;8230;8;1;5;1;298.373194155132
1;8264;6;1;8;1;169.553250237412
1;8439;2;1;9;1;179.192098899102
1;8230;5;1;7;2;264.510507478319
1;8410;10;1;5;4;188.197405345888
1;8236;13;2;3;1;213.063400240822
2;8317;5;1;2;-7;358.002450287437
2;8256;5;1;5;-7;413.688059213878
1;8227;6;1;8;1;236.42026577288
1;8231;11;1;2;1;422.815391273151
1;8423;9;1;2;1;225.644401527936
2;8212;8;1;9;1;187.951286400905
2;8256;6;1;8;4;447.21941557594
1;8232;5;2;7;4;298.352708463657
1;8998;9;2;7;1;332.200573085271
2;8212;13;1;6;1;137.753116741036
1;8229;8;1;8;-7;232.744084709233
2;8424;2;1;4;-7;227.149559834886
2;8229;11;1;2;-7;573.30621981617
2;8215;4;1;7;1;133.080221514703
2;8227;10;1;8;1;188.205061678261
1;8236;8;1;8;1;213.063400240822
2;8215;3;2;7;-7;144.822594001294
2;8229;8;2;5;1;203.441777038342
1;8218;13;2;3;1;181.397959486206
1;8607;10;1;8;1;166.690324557304
1;8409;10;1;5;1;169.553250237412
2;8215;2;1;7;-7;144.822594001294
2;8255;3;2;8;1;447.21941557594
2;8352;8;2;2;-7;200.865581872604
1;8236;3;2;6;-7;192.599683833511
1;8227;9;1;8;2;298.439783224148
1;8227;9;1;8;1;237.093827783628
1;8510;5;1;8;1;240.262010655601
1;8410;6;1;6;-7;226.304628504376
2;8230;6;1;8;1;201.022012559416
2;8214;10;1;7;1;188.205061678261
2;8236;2;1;7;1;224.618909943446
2;8401;5;1;6;4;249.935722576944
1;8207;5;1;8;1;236.289148317942
1;8239;4;1;5;3;447.909188087932
2;8264;7;1;8;1;162.64033227321
2;8510;3;1;7;-7;203.173468508643
2;8362;13;1;1;-7;263.333109329969
1;8405;6;1;3;1;213.063400240822
1;8231;1;2;8;1;422.815391273151
2;8218;12;1;7;2;177.831276974623
1;8212;3;2;8;1;168.217240800645
2;8320;11;2;8;2;270.869578788908
2;8230;2;2;8;-7;252.882617239049
2;8256;10;1;3;-7;447.21941557594
1;8230;11;1;8;1;228.644675955835
2;8212;12;1;7;-7;187.951286400905
1;8229;3;1;2;2;326.192708761499
1;8265;9;2;7;2;244.066361419228
2;8214;11;1;9;1;179.890251800469
2;8401;4;1;8;4;247.591109794796
1;8349;7;1;8;-7;285.512835723593
2;8510;3;2;7;1;232.881185752764
2;8513;4;2;9;1;227.614342884297
2;8331;16;2;6;1;270.869578788908
1;8236;11;1;6;1;213.063400240822
1;8231;9;1;4;2;515.657045219744
1;8236;5;1;7;1;231.119620600213
1;8212;11;2;8;1;325.219998881248
2;8252;4;1;7;-7;447.21941557594
2;8423;10;1;8;3;263.989201787585
2;8207;9;1;4;4;226.440599283011
1;8510;5;2;7;1;251.533561772777
2;8207;12;1;9;1;178.9736695364
2;8204;5;1;8;1;196.621685554556
2;8265;11;1;8;1;162.64033227321
2;8406;9;1;4;1;375.97168524395
1;8407;1;2;6;2;399.107885420237
1;8215;13;1;8;1;172.550531280022
2;8240;9;2;4;3;250.343850291035
1;8232;1;1;5;3;218.712007132344
1;8248;4;1;4;1;491.98858900786
1;8510;2;1;8;1;240.262010655601
1;8204;3;1;8;1;290.978788643544
1;8607;9;1;3;-7;202.879671336192
1;8229;2;1;4;2;232.744084709233
1;8427;5;1;8;1;205.10302147363
2;8215;11;2;7;3;144.822594001294
1;8231;7;1;3;1;494.012181593237
1;8438;10;2;5;2;432.505510292572
1;8207;12;1;8;1;172.5801451351
2;8359;7;1;7;-7;249.140480710237
1;8230;7;2;8;1;424.625826775121
1;8218;7;2;8;1;195.320379906156
1;8214;6;2;4;1;392.821364668785
1;8362;12;2;4;3;331.708170941791
1;8510;8;1;8;1;240.262010655601
2;8515;10;1;7;-7;186.615486091473
2;8510;3;1;8;2;229.299742160917
2;8218;15;1;8;1;177.831276974623
1;8357;2;1;8;1;203.542861368781
1;8256;12;1;4;1;549.913171453532
2;8265;9;1;8;3;177.173003993155
1;8215;3;1;8;2;180.314053006699
1;8218;1;1;4;2;186.394448566359
2;8207;11;1;7;4;171.814722754944
1;8231;11;2;2;1;422.815391273151
1;8206;5;1;8;1;236.42026577288
2;8362;9;2;5;3;281.287639511558
1;8201;8;1;4;1;180.427916922109
1;8562;10;1;8;1;332.200573085271
1;8248;4;1;2;2;491.98858900786
2;8439;11;2;8;1;339.350221785066
1;8535;13;1;5;-7;395.978934931508
2;8423;3;1;8;-7;135.167754401208
1;8207;8;2;8;3;203.777619311051
2;8508;1;1;8;-7;265.550066698347
1;8231;5;1;2;2;425.359767079043
1;8232;6;2;2;3;286.474497588055
2;8212;12;1;8;-7;168.772583706935
2;8534;11;1;5;3;283.356630937594
1;8424;4;1;7;1;249.86264480701
2;8229;3;1;5;1;203.441777038342
1;8357;12;1;2;1;301.552882674356
2;8229;5;1;5;1;162.753421630674
1;8406;10;2;3;1;332.725256605253
1;8410;12;1;2;2;337.34644072477
1;8331;6;1;7;1;301.552882674356
1;8214;11;1;8;1;298.439783224148
1;8541;9;2;1;2;368.317959167422
1;8212;5;1;7;1;179.752137312689
2;8406;10;1;5;4;227.149559834886
1;8240;5;1;8;1;218.712007132344
1;8240;3;1;9;2;250.986963547943
2;8264;8;1;7;-7;169.833270801264
2;8230;10;1;9;-7;207.649111874561
1;8229;8;1;8;1;232.744084709233
2;8510;3;1;8;-7;275.652808318178
2;8406;9;1;7;1;375.97168524395
2;8215;12;1;4;-7;121.46411109786
2;8408;2;1;8;-7;187.951286400905
1;8336;9;2;2;3;297.244984350437
1;8239;5;1;2;1;491.98858900786
1;8207;3;1;8;1;236.289148317942
2;8264;5;1;9;-7;214.289626981595
2;8509;4;1;6;4;227.614342884297
1;8240;7;2;6;1;298.352708463657
1;8231;9;1;9;1;515.657045219744
2;8229;3;1;2;1;162.753421630674
1;8425;5;1;5;3;212.8454141854
1;8406;8;2;5;1;494.012181593237
2;8513;2;1;6;-7;230.570373311366
1;8207;5;1;9;4;179.607469923785
2;8542;5;2;2;1;234.117609823848
2;8250;6;1;5;1;274.668040000163
1;8415;2;1;7;4;212.8454141854
1;8236;12;2;7;4;192.599683833511
2;8230;12;1;7;1;201.022012559416
1;8510;2;1;7;1;284.754975591823
1;8336;13;2;3;1;285.512835723593
1;8207;10;1;8;1;182.632773051934
2;8236;6;1;9;-7;202.157018949102
1;8231;6;1;3;1;322.433830574186
2;8362;6;2;5;-7;281.287639511558
1;8207;8;1;5;1;172.5801451351
2;8424;3;2;8;1;267.518314500503
2;8510;11;1;8;-7;250.40987715351
1;8250;6;2;8;1;232.744084709233
1;8265;12;1;8;1;229.759022991205
2;8304;10;2;4;3;346.586555826741
1;8215;1;1;3;1;202.879671336192
1;8231;7;2;3;4;422.815391273151
1;8243;12;2;5;3;238.437615370546
2;8256;8;1;3;-7;413.688059213878
1;8207;9;1;3;2;182.632773051934
1;8240;11;1;4;1;218.712007132344
1;8230;11;2;8;-7;224.953204530775
2;8408;11;1;8;-7;214.289626981595
2;8201;3;1;8;-7;573.30621981617
2;8214;11;2;9;1;188.205061678261
2;8406;5;1;6;1;267.518314500503
2;8218;10;1;2;2;193.939182497687
1;8207;11;2;6;1;203.777619311051
1;8230;12;1;9;1;320.413627529945
2;8243;8;1;8;1;310.744271313633
1;8510;6;1;4;1;284.754975591823
1;8231;12;1;5;3;515.657045219744
2;8230;11;1;5;-7;220.233906533626
1;8510;9;1;7;2;220.685106083663
1;8215;11;1;4;1;178.920321196019
2;8212;11;2;7;1;185.675847098231
2;8406;9;2;1;-7;227.149559834886
2;8562;9;2;5;4;230.570373311366
2;8513;8;1;7;-7;353.615139838104
1;8212;3;2;7;2;168.217240800645
2;8236;8;2;3;2;266.233574062433
2;8212;5;2;8;1;185.675847098231
2;8234;2;1;9;1;237.302034289981
2;8236;9;1;7;2;210.580228071981
1;8250;5;1;5;1;399.107885420237
2;8212;7;2;8;3;159.649741344398
2;8239;9;1;2;2;211.368080039836
1;8212;2;1;4;1;325.219998881248
2;8265;10;2;8;1;167.227133653418
2;8240;9;1;3;3;274.668040000163
2;8420;16;2;5;4;162.64033227321
1;8263;4;1;7;1;399.107885420237
1;8349;10;2;8;1;307.707023137098
2;8510;6;1;7;-7;211.487472335084
1;8231;8;2;3;2;420.164999808682
2;8508;11;2;7;1;306.954199546824
1;8236;7;1;6;3;191.499114211605
1;8231;12;1;4;1;494.012181593237
2;8265;11;1;8;3;250.554025393865
2;8406;8;2;4;3;262.531952627241
1;8409;6;1;3;2;179.607469923785
2;8240;8;1;5;1;214.709320249608
2;8256;4;1;3;-7;339.767837094731
2;8215;7;1;9;1;133.080221514703
1;8212;7;1;8;1;203.542861368781
1;8204;11;1;7;3;237.093827783628
2;8406;6;1;8;1;267.518314500503
1;8320;3;1;8;1;301.552882674356
2;8248;1;2;3;3;413.688059213878
2;8264;8;1;8;1;177.173003993155
2;8510;14;1;8;-7;232.881185752764
1;8264;3;2;8;1;195.871876326333
1;8421;6;1;4;1;169.553250237412
1;8229;12;1;8;1;289.949152557022
2;8545;12;2;9;1;241.361555920078
1;8220;5;1;8;1;194.418363302137
2;8212;6;1;8;1;189.025293751768
2;8248;6;2;2;3;424.030260694224
1;8427;3;2;7;1;244.066361419228
1;8239;13;1;8;2;348.284851309436
1;8234;11;1;7;1;237.093827783628
2;8439;2;2;9;1;278.655268553562
2;8239;10;1;2;-7;413.688059213878
1;8508;10;1;8;1;310.768278047512
2;8212;7;1;6;3;189.025293751768
1;8265;7;1;8;1;199.396390761598
1;8541;8;2;1;3;364.555095401889
2;8564;6;1;8;2;167.227133653418
2;8510;2;1;7;-7;203.173468508643
1;8429;3;1;6;3;205.10302147363
1;8214;7;1;2;1;237.093827783628
2;8406;11;1;2;2;258.480533605216
2;8265;6;2;5;3;169.833270801264
1;8439;12;1;5;1;221.465801499641
2;8256;7;1;3;1;413.688059213878
2;8214;7;1;9;1;188.205061678261
2;8243;5;1;8;-7;250.343850291035
2;8513;6;1;8;1;353.615139838104
2;8331;8;1;7;-7;346.586555826741
1;8999;5;2;8;1;202.879671336192
2;8409;9;1;5;4;169.833270801264
2;8215;7;1;8;3;172.407850001541
2;8539;6;1;6;-7;203.580530281607
2;8207;11;1;9;1;186.132616317856
1;8264;4;1;9;1;199.396390761598
2;8264;11;2;8;1;250.554025393865
2;8510;8;1;6;1;231.99738618634
2;8218;4;1;8;1;181.748719597832
2;8212;8;1;6;1;185.675847098231
1;8357;5;1;7;1;307.707023137098
2;8214;8;1;8;1;188.205061678261
1;8513;4;1;7;1;295.229864145137
2;8432;2;1;6;3;267.518314500503
2;8409;4;2;2;1;242.451830158551
2;8515;5;1;7;-7;230.570373311366
2;8229;6;1;9;1;247.036443546558
2;8439;7;1;7;1;263.989201787585
1;8336;6;1;7;1;434.932042318782
1;8510;2;1;7;1;252.12680130526
2;8423;3;1;7;2;263.989201787585
2;8423;8;1;7;-7;278.655268553562
1;8218;5;1;8;1;179.607469923785
2;8236;12;1;8;-7;266.233574062433
1;8214;8;1;9;1;298.439783224148
2;8230;9;1;4;-7;252.882617239049
1;8534;17;1;7;3;287.748405599548
2;8212;5;1;8;1;137.753116741036
1;8239;1;1;6;3;255.129220656235
1;8331;4;2;2;3;297.244984350437
1;8214;2;1;8;2;298.439783224148
2;8317;4;1;7;3;270.869578788908
1;8409;10;1;7;1;200.303671186851
2;8439;7;1;5;1;278.655268553562
2;8265;5;1;7;-7;210.626556434901
2;8264;2;1;8;-7;167.227133653418
2;8243;12;2;5;-7;274.668040000163
1;8214;5;2;1;1;237.093827783628
2;8230;7;1;8;3;200.865581872604
2;8362;9;1;4;1;270.869578788908
1;8510;6;1;9;2;317.113495545439
1;8231;10;1;2;1;515.657045219744
2;8240;8;1;5;3;310.744271313633
1;8207;3;1;3;2;257.073304361634
1;8207;10;2;4;-7;182.632773051934
1;8255;9;1;4;3;405.665114168846
2;8201;6;1;2;-7;459.366115752076
2;8510;6;2;9;1;275.652808318178
1;8543;9;1;2;1;310.768278047512
1;8255;7;1;2;1;240.775122695377
2;8229;4;2;8;1;203.441777038342
2;8212;2;1;8;1;185.675847098231
2;8212;4;1;9;4;202.313012604297
2;8227;7;1;7;1;214.15061631047
1;8231;12;1;6;1;422.815391273151
2;8510;2;1;8;-7;275.652808318178
1;8244;5;1;8;1;250.986963547943
2;8236;12;1;2;1;242.451830158551
1;8439;7;1;7;2;225.644401527936
2;8401;5;2;8;-7;262.531952627241
1;8230;10;1;2;1;228.644675955835
2;8423;8;1;7;1;291.645213403427
1;8362;12;1;4;-7;307.707023137098
2;8406;6;2;7;-7;258.480533605216
1;8215;17;1;2;1;156.272179272472
2;8510;7;1;8;1;229.299742160917
2;8230;9;1;8;-7;205.91870260894
1;8234;7;1;8;1;290.978788643544
2;8249;10;1;1;1;424.030260694224
2;8236;3;2;6;-7;213.819923888473
1;8214;5;1;9;1;290.978788643544
1;8215;6;1;8;-7;172.550531280022
2;8265;8;1;7;-7;210.626556434901
1;8229;3;1;4;1;222.905868568143
1;8207;9;1;7;1;425.359767079043
1;8252;10;2;9;1;493.203375647386
1;8240;6;2;8;1;317.916820494061
2;8243;5;1;8;3;314.5624901483
2;8230;5;1;8;1;252.882617239049
2;8401;8;2;3;1;196.057453722189
2;8212;14;2;2;1;187.951286400905
1;8212;2;1;8;1;226.821956950548
1;8236;4;1;7;1;188.197405345888
1;8409;13;2;3;2;194.667622601244
1;8510;2;1;7;1;252.12680130526
1;8439;5;1;7;-7;221.465801499641
1;8229;7;2;8;1;232.744084709233
1;8304;12;1;8;1;258.059678442478
2;8230;12;1;8;1;180.284500232177
2;8230;5;1;8;-7;201.022012559416
1;8215;8;2;9;1;179.192098899102
2;8218;3;1;8;1;181.748719597832
1;8239;5;2;2;2;405.665114168846
1;8243;5;1;8;1;298.352708463657
2;8439;7;1;8;-7;299.187762025929
1;8215;4;2;7;1;179.192098899102
2;8212;1;1;8;-7;189.025293751768
2;8207;8;2;2;-7;171.814722754944
2;8256;11;1;5;1;413.688059213878
2;8362;12;1;4;4;249.140480710237
2;8408;3;2;2;-7;177.173003993155
2;8218;4;1;3;3;184.70398333113
1;8231;10;1;2;2;515.657045219744
2;8214;2;2;8;2;188.205061678261
1;8336;9;1;4;2;170.932219402241
2;8423;3;1;8;-7;263.989201787585
2;8302;4;2;7;2;281.287639511558
1;8255;6;1;5;1;447.909188087932
1;8359;7;1;1;1;331.708170941791
2;8218;10;1;6;1;184.70398333113
1;8541;4;2;5;-7;364.555095401889
2;8406;7;2;2;3;227.149559834886
1;8232;5;1;9;1;255.358890618035
1;8510;8;1;8;1;222.995675625471
1;8601;6;2;5;2;179.192098899102
1;8510;2;2;8;-7;284.754975591823
1;8405;5;1;6;1;337.34644072477
1;8240;8;1;8;1;250.986963547943
1;8230;12;1;7;2;298.373194155132
2;8214;8;2;8;1;188.205061678261
2;8212;4;1;8;1;202.313012604297
1;8439;9;2;8;1;250.716001697707
1;8263;11;1;9;-7;238.437615370546
1;8362;9;1;6;-7;307.707023137098
1;8211;13;2;8;1;237.093827783628
1;8230;5;1;8;1;320.413627529945
1;8218;1;2;7;-7;240.775122695377
2;8214;9;1;7;4;237.302034289981
1;8212;10;1;6;1;203.542861368781
1;8231;12;1;1;1;420.164999808682
1;8229;2;2;8;1;245.561874881626
2;8207;7;1;6;-7;226.440599283011
2;8207;5;2;8;1;171.814722754944
1;8212;12;1;8;2;222.995675625471
1;8601;2;1;3;1;194.667622601244
2;8252;10;1;7;2;413.688059213878
2;8352;10;1;1;-7;353.615139838104
2;8266;9;2;7;2;163.617151085662
1;8510;9;1;8;1;252.12680130526
2;8212;6;1;8;2;202.313012604297
2;8431;13;1;3;-7;375.97168524395
1;8607;4;1;8;1;194.667622601244
1;8204;3;1;8;1;392.821364668785
2;8212;9;1;8;1;202.313012604297
1;8439;4;2;8;1;250.716001697707
2;8207;9;1;8;3;172.465536098713
1;8230;3;1;4;1;264.93748166311
1;8218;9;1;5;2;174.097112819579
1;8212;8;2;9;-7;325.219998881248
2;8212;6;1;7;2;187.951286400905
2;8264;3;1;8;1;167.227133653418
2;8261;1;1;4;-7;214.709320249608
1;8409;9;1;1;1;229.759022991205
2;8236;8;2;8;-7;242.451830158551
2;8406;7;1;8;1;258.480533605216
2;8230;12;1;8;3;224.953204530775
2;8218;10;2;5;3;181.748719597832
1;8255;3;1;5;-7;549.913171453532
2;8230;8;2;8;3;252.882617239049
1;8204;11;1;4;3;290.978788643544
1;8359;3;1;7;2;431.388151603593
2;8401;11;1;8;1;247.591109794796
1;8304;11;1;7;1;179.752137312689
1;8264;5;2;8;1;169.553250237412
1;8236;9;2;2;-7;191.499114211605
1;8207;5;1;8;1;257.073304361634
2;8218;7;1;8;1;177.831276974623
1;8215;11;2;3;1;180.314053006699
2;8542;12;1;8;-7;236.044503731864
2;8525;6;1;8;-7;256.066135744834
1;8243;7;2;5;1;218.712007132344
2;8406;6;1;7;-7;339.656238373795
1;8236;5;1;8;2;170.932219402241
2;8212;12;1;7;1;187.951286400905
1;8510;3;1;7;1;284.754975591823
1;8510;5;1;6;1;252.12680130526
1;8501;7;1;1;3;310.768278047512
1;8229;9;1;8;1;245.561874881626
2;8207;11;1;4;1;178.9736695364
1;8352;3;1;7;1;307.707023137098
1;8432;6;1;2;3;337.34644072477
1;8236;4;1;9;1;231.119620600213
1;8231;3;1;8;1;611.149090630809
1;8239;2;1;8;1;221.465801499641
2;8310;7;2;8;4;295.352021487136
1;8229;4;1;6;2;235.112433397301
2;8212;5;1;6;-7;185.675847098231
1;8534;8;1;7;2;310.768278047512
1;8236;13;2;4;2;192.599683833511
1;8236;5;1;7;1;231.119620600213
2;8409;7;1;3;2;163.617151085662
2;8231;7;1;2;1;481.518120467468
2;8236;12;1;8;1;266.233574062433
1;8406;6;1;7;1;337.34644072477
1;8215;10;2;8;1;178.920321196019
2;8330;7;1;4;1;295.352021487136
1;8218;3;1;8;4;186.394448566359
2;8216;8;1;8;-7;188.205061678261
1;8248;5;2;2;4;447.909188087932
1;8409;12;1;5;3;169.553250237412
2;8236;7;2;7;-7;210.580228071981
2;8331;6;1;6;1;270.869578788908
2;8510;4;1;3;-7;250.40987715351
2;8508;2;1;8;2;353.615139838104
2;8510;10;1;8;-7;203.173468508643
2;8239;11;1;2;-7;459.366115752076
1;8239;4;1;7;1;195.871876326333
1;8236;10;2;2;1;200.303671186851
2;8515;9;1;6;-7;234.117609823848
2;8406;2;1;7;3;227.149559834886
1;8215;10;1;8;1;130.226816060394
1;8212;5;2;8;1;168.217240800645
1;8439;2;1;8;1;225.644401527936
1;8218;4;1;8;2;240.775122695377
2;8510;4;1;8;1;203.173468508643
2;8207;9;1;6;-7;178.9736695364
2;8232;12;2;3;1;250.343850291035
1;8265;1;1;7;2;229.759022991205
1;8510;2;1;7;1;284.754975591823
1;8357;12;1;6;1;331.708170941791
1;8215;9;1;6;1;132.594576352401
2;8439;2;1;7;3;299.187762025929
1;8207;11;1;4;1;203.777619311051
2;8244;5;1;5;4;214.709320249608
2;8510;9;1;8;1;203.173468508643
1;8231;9;1;2;1;494.012181593237
1;8218;1;1;8;1;195.320379906156
1;8231;2;1;6;3;432.505510292572
1;8510;6;1;8;1;284.754975591823
1;8607;5;1;6;3;212.8454141854
1;8215;13;1;4;-7;141.864106006216
1;8215;6;1;8;1;180.314053006699
1;8508;5;1;9;2;364.555095401889
2;8207;3;2;9;1;226.440599283011
1;8232;3;2;5;3;298.352708463657
1;8511;7;1;9;2;310.768278047512
1;8229;9;1;4;1;245.561874881626
2;8439;5;2;8;2;278.655268553562
1;8265;3;1;9;1;169.553250237412
2;8541;3;1;3;-7;230.570373311366
1;8439;5;1;7;1;255.358890618035
2;8214;6;2;8;1;179.890251800469
1;8541;2;1;5;-7;287.748405599548
1;8439;2;1;7;1;250.716001697707
2;8265;4;1;8;-7;162.64033227321
2;8212;9;2;9;1;189.025293751768
1;8331;4;1;5;2;297.244984350437
1;8439;7;1;3;3;221.465801499641
2;8406;5;2;9;1;227.149559834886
1;8239;2;1;7;4;447.909188087932
1;8331;10;1;6;-7;434.932042318782
1;8349;8;1;9;1;236.42026577288
1;8231;5;2;6;3;422.815391273151
2;8207;12;2;4;1;126.559952029311
1;8207;9;1;6;2;182.632773051934
2;8427;12;1;4;1;172.687611486999
2;8401;12;1;7;1;375.97168524395
2;8508;4;1;8;4;265.550066698347
2;8501;11;1;8;3;222.470657146857
2;8255;10;1;8;-7;459.366115752076
2;8264;4;2;8;1;162.64033227321
2;8207;3;1;7;3;226.440599283011
2;8231;4;2;8;1;447.123969005506
1;8239;4;2;7;1;289.949152557022
2;8231;8;2;3;-7;441.391610428513
1;8439;10;2;8;2;255.358890618035
2;8240;3;1;6;3;276.96772008389
1;8432;6;1;6;4;337.34644072477
1;8215;2;1;8;1;178.920321196019
1;8263;6;1;7;4;322.433830574186
2;8999;8;2;7;3;459.366115752076
2;8512;4;1;1;-7;227.614342884297
2;8515;6;1;6;1;247.124143702951
1;8508;2;1;9;1;364.555095401889
1;8243;1;1;3;-7;194.418363302137
1;8234;10;1;8;1;237.093827783628
1;8214;2;1;8;1;236.42026577288
2;8510;8;1;8;-7;229.299742160917
1;8425;3;1;9;1;192.599683833511
2;8438;5;1;4;4;267.518314500503
2;8229;9;2;9;4;241.805083565572
2;8265;10;1;5;1;162.64033227321
2;8248;3;1;1;-7;573.30621981617
2;8214;7;1;8;1;214.15061631047
1;8401;2;1;7;4;214.167981263151
2;8424;9;2;8;3;227.149559834886
1;8406;7;1;9;1;432.505510292572
1;8508;3;2;8;1;368.317959167422
1;8230;2;1;5;4;264.510507478319
1;8255;1;1;6;3;549.913171453532
2;8401;2;1;7;-7;267.518314500503
2;8212;6;1;7;2;202.313012604297
1;8265;13;2;8;1;169.553250237412
2;8212;7;2;4;1;202.313012604297
1;8407;4;1;7;1;214.167981263151
