"W16A1";"W16A6";"W16B1";"W16B9";"W16D1";"weight_2016"
1;1;8218;2;5;106.771943494037
1;4;8236;1;7;58.710173106203
2;3;8212;1;8;255.711092776512
2;3;8207;1;9;352.189436344679
2;2;8439;1;7;19.2976680352505
2;4;8423;1;7;22.8305835092597
2;4;8207;1;8;352.189436344679
1;4;8313;1;4;10.1887831539162
1;11;8406;1;5;33.5435080977497
2;2;8510;2;9;14.4414125595827
2;5;8313;1;5;8.63859073896496
1;5;8236;1;4;44.3734396580336
1;3;8336;1;2;10.1887831539162
1;5;8218;1;8;115.364006574644
1;3;8236;2;2;62.7233583136164
1;10;8229;1;2;20.774459285079
1;9;8218;1;5;106.771943494037
1;2;8312;1;1;10.1887831539162
1;1;8510;1;7;15.3400932715348
2;7;8406;1;6;31.6666495541945
1;2;8207;1;9;426
2;2;8406;1;9;32.1692409192405
1;3;8354;1;9;14.4115340510018
2;10;8347;1;7;9.3679918497525
1;6;8999;2;7;10.1887831539162
1;1;8510;1;8;15.3400932715348
1;2;8266;1;7;92.2463794214078
1;10;8212;1;6;90.7128740959531
2;2;8510;1;7;14.4414125595827
1;2;8510;1;7;15.3400932715348
2;2;8231;1;7;143.445621063506
2;9;8310;2;7;9.3679918497525
2;8;8410;1;5;31.6666495541945
2;6;8229;2;7;20.211326255055
2;3;8406;1;7;31.6666495541945
2;4;8229;1;4;20.211326255055
2;5;8236;1;7;45.0972990249956
1;2;8510;1;9;18.3457985242583
2;6;8406;1;2;31.6666495541945
1;5;8215;2;7;38.7921736556311
1;8;8313;1;5;14.4115340510018
2;2;8212;1;8;103.604770425828
1;10;8207;1;7;215.845074456563
1;8;8229;1;5;20.1563003484699
1;1;8410;1;3;32.3395327179569
1;3;8510;1;8;12.2027112521508
1;4;8510;1;7;12.2027112521508
2;8;8313;1;4;9.3679918497525
2;6;8406;2;4;38.2234430314533
1;2;8218;1;3;128.18586113674
1;3;8439;1;7;21.9237870339284
1;8;8337;1;2;14.4115340510018
1;1;8510;1;7;15.3400932715348
1;11;8510;1;7;12.2027112521508
1;10;8215;1;9;32.4527266661945
1;7;8218;2;5;110.015037418155
2;3;8510;1;8;14.4414125595827
1;10;8510;1;8;15.8836943984518
1;8;8236;1;9;49.6335130520869
1;9;8207;2;8;255.711092776512
2;6;8423;1;5;22.8305835092597
1;5;8510;1;7;12.2027112521508
2;2;8439;1;8;19.2976680352505
1;5;8212;1;9;90.7128740959531
1;1;8510;2;7;15.3400932715348
1;10;8231;1;2;157.275872994598
2;2;8265;2;8;103.604770425828
1;2;8207;1;8;426
1;4;8236;1;2;58.710173106203
2;3;8218;1;2;117.636295722456
2;3;8510;1;8;13.1335672450724
2;1;8439;1;8;19.2976680352505
1;8;8231;2;5;179.559973669534
1;2;8401;1;7;32.3395327179569
1;5;8207;2;9;255.711092776512
1;8;8215;2;7;28.5255755163259
1;4;8510;1;8;12.2027112521508
1;10;8510;2;7;12.2027112521508
1;5;8510;1;8;12.2027112521508
2;10;8407;1;4;38.2234430314533
2;3;8438;1;8;45.0972990249956
1;8;8229;2;8;20.774459285079
1;6;8212;1;8;90.7128740959531
1;2;8215;1;8;38.4116927368664
2;11;8231;1;2;182.248517720399
2;7;8231;2;2;182.248517720399
1;1;8406;1;8;32.3395327179569
2;5;8510;2;8;13.1335672450724
1;5;8337;1;3;10.1887831539162
1;10;8207;1;9;215.845074456563
1;4;8313;1;8;10.1887831539162
1;9;8218;1;4;115.364006574644
1;8;8212;1;7;110.039775888745
2;5;8424;1;6;31.6666495541945
1;7;8229;2;3;20.774459285079
1;6;8236;1;2;44.3734396580336
2;6;8406;1;4;31.6666495541945
2;9;8432;2;3;31.6666495541945
2;2;8439;1;5;19.2976680352505
1;4;8352;2;2;255.711092776512
1;3;8439;1;8;24.7851956509531
2;9;8218;2;4;105.253527751603
2;1;8215;1;8;47.4411764705882
2;7;8423;1;7;28.3557932169374
1;8;8315;2;5;10.1887831539162
1;6;8231;1;8;161.456190316157
2;9;8401;1;5;38.2234430314533
2;5;8231;2;7;122.292834758137
1;4;8231;1;3;127.562715249726
1;4;8236;2;9;58.710173106203
2;4;8432;1;8;22.8305835092597
2;4;8218;1;8;117.636295722456
2;2;8218;1;8;108.078974180107
1;7;8405;2;8;33.620848202021
2;3;8231;2;6;122.292834758137
1;8;8207;2;4;215.011695791149
2;2;8439;1;2;19.2976680352505
2;2;8236;1;7;48.2582040754805
1;7;8406;2;8;33.620848202021
2;3;8510;2;7;13.1335672450724
1;6;8231;2;4;194.384755446701
2;5;8218;2;8;105.253527751603
2;10;8215;2;7;26.4774227347595
2;2;8215;1;7;47.4411764705882
2;9;8215;2;7;28.622772884561
2;4;8236;1;8;45.0972990249956
2;11;8264;2;8;99.9422914896897
1;11;8518;1;9;20.1563003484699
2;5;8439;2;8;25.7427298201403
1;11;8439;1;7;18.8616349612914
1;3;8424;2;6;32.3395327179569
1;9;8215;1;8;32.4527266661945
2;5;8215;1;8;31.2227431976525
2;10;8439;1;7;28.3557932169374
2;11;8207;1;8;255.501995173598
1;3;8218;2;7;106.771943494037
2;9;8236;2;6;47.2889434636021
2;5;8236;1;8;45.0972990249956
2;6;8231;2;3;122.292834758137
2;4;8218;1;9;105.253527751603
2;7;8406;2;3;38.2234430314533
1;5;8236;2;7;58.710173106203
1;4;8229;1;9;22.1597661958095
1;1;8439;2;7;29.6894953128804
1;4;8212;2;4;90.7128740959531
1;9;8231;1;4;179.559973669534
1;8;8212;2;7;110.039775888745
1;4;8310;1;3;10.1887831539162
1;1;8218;1;7;173.962164726582
1;5;8423;1;2;21.9237870339284
2;9;8207;2;8;311.822959595088
1;7;8212;1;8;110.039775888745
1;2;8212;2;7;92.2463794214078
1;10;8212;1;8;90.7128740959531
1;8;8218;1;8;110.015037418155
2;8;8218;1;8;99.9422914896897
1;6;8207;2;8;215.011695791149
2;7;8207;1;4;255.501995173598
2;4;8423;1;7;22.8305835092597
1;8;8510;1;9;13.1335672450724
1;6;8229;2;4;20.774459285079
1;9;8229;1;8;20.1563003484699
1;5;8218;2;7;106.771943494037
1;4;8207;1;9;255.711092776512
1;7;8336;2;8;10.1887831539162
2;7;8439;1;8;18.8616349612914
2;6;8510;1;8;13.1335672450724
2;2;8510;2;7;19.2976680352505
1;3;8218;2;9;106.771943494037
2;5;8212;1;8;114.302214820726
1;7;8510;1;8;12.2027112521508
1;1;8218;1;7;128.18586113674
1;9;8439;1;8;18.8616349612914
1;10;8207;2;6;255.711092776512
1;2;8212;1;8;92.2463794214078
1;8;8207;1;5;255.711092776512
1;3;8236;1;8;106.771943494037
2;3;8236;1;8;50.0081358505039
1;5;8402;1;9;38.7921736556311
2;10;8431;2;5;31.6666495541945
2;8;8431;1;7;38.2234430314533
2;10;8406;1;5;38.2234430314533
1;8;8236;1;2;49.6335130520869
1;6;8207;2;6;255.711092776512
2;5;8439;1;7;22.8305835092597
2;6;8229;1;8;20.211326255055
2;3;8212;1;8;103.604770425828
1;6;8510;1;7;38.7921736556311
2;3;8218;1;9;105.253527751603
1;11;8212;1;8;93.8323670369613
2;8;8236;2;9;50.0081358505039
1;5;8336;2;5;10.1887831539162
2;9;8510;1;7;13.1335672450724
1;6;8229;1;8;22.1597661958095
2;3;8406;2;3;31.6666495541945
1;2;8439;2;8;24.3891328104788
1;5;8424;1;2;44.3734396580336
1;4;8215;1;7;38.7921736556311
1;7;8354;1;5;10.1887831539162
1;6;8215;2;9;38.7921736556311
1;6;8218;1;4;115.364006574644
1;8;8218;1;8;96.7967100187466
1;4;8406;1;7;33.620848202021
2;5;8212;1;6;114.302214820726
1;4;8406;1;7;33.620848202021
1;4;8215;2;8;38.7921736556311
2;2;8439;1;8;19.2976680352505
2;1;8212;2;8;103.604770425828
2;2;8212;1;8;90.7128740959531
1;7;8207;1;6;215.845074456563
1;6;8218;1;8;115.364006574644
1;4;8218;1;5;106.771943494037
1;6;8207;1;6;255.711092776512
2;7;8215;2;5;28.622772884561
1;5;8231;1;3;127.562715249726
2;9;8218;2;2;99.9422914896897
1;11;8240;1;6;215.845074456563
2;7;8236;1;8;45.5669371189829
1;9;8407;1;6;33.620848202021
1;2;8614;1;5;138.501127197156
1;3;8215;1;4;45.9151882793089
1;2;8218;1;2;173.962164726582
2;4;8313;2;8;8.63859073896496
1;2;8439;1;7;24.3891328104788
2;5;8401;1;8;31.6666495541945
1;5;8229;1;6;22.1597661958095
1;6;8212;2;8;90.7128740959531
1;6;8207;1;8;255.711092776512
1;8;8218;1;5;96.7967100187466
2;7;8215;1;7;26.4774227347595
2;8;8215;1;8;28.622772884561
2;6;8218;1;8;99.9422914896897
1;7;8215;2;8;38.7921736556311
2;5;8218;1;8;105.253527751603
1;7;8212;1;9;93.8323670369613
2;5;8345;1;8;8.63859073896496
1;7;8423;1;9;21.5734489737051
1;4;8218;1;9;115.364006574644
2;6;8212;2;8;114.302214820726
1;10;8510;1;6;15.8836943984518
2;2;8229;1;8;28.7252461963411
1;1;8510;1;7;15.3400932715348
2;8;8510;1;8;13.1335672450724
2;8;8215;2;8;28.622772884561
1;10;8229;1;6;20.1563003484699
1;9;8229;2;8;20.1563003484699
1;6;8231;1;2;127.562715249726
1;5;8207;2;6;255.711092776512
2;2;8236;1;8;56.8660025203912
2;7;8349;1;8;28.622772884561
1;2;8439;1;7;24.7851956509531
2;5;8236;2;8;50.0081358505039
1;4;8212;2;7;90.7128740959531
1;9;8218;2;8;110.015037418155
2;8;8215;1;7;28.622772884561
1;3;8212;2;7;90.7128740959531
2;1;8424;1;4;32.1692409192405
2;8;8439;1;7;28.3557932169374
1;2;8212;1;9;92.2463794214078
1;8;8510;2;8;14.643253502575
2;6;8231;2;8;122.292834758137
2;6;8212;1;5;114.302214820726
1;9;8229;1;9;20.774459285079
2;2;8212;1;8;103.604770425828
2;8;8406;1;3;31.6666495541945
2;6;8229;1;8;20.211326255055
1;1;8510;2;8;18.3457985242583
1;6;8207;1;8;255.711092776512
1;8;8510;1;8;12.2027112521508
1;8;8218;1;5;96.7967100187466
1;10;8313;1;5;14.4115340510018
2;1;8510;1;7;14.4414125595827
2;2;8255;1;2;120.794147613139
2;5;8236;1;5;45.0972990249956
1;5;8236;1;4;44.3734396580336
2;8;8406;2;3;38.2234430314533
1;1;8543;1;7;15.2881654368882
1;7;8229;2;8;20.774459285079
2;4;8510;1;7;13.1335672450724
2;1;8218;1;5;105.253527751603
1;4;8218;2;5;106.771943494037
1;3;8218;1;5;115.364006574644
1;3;8218;1;9;128.18586113674
2;4;8215;2;7;31.2227431976525
2;4;8432;1;7;31.6666495541945
2;5;8229;2;6;20.211326255055
2;4;8229;1;8;20.211326255055
2;5;8439;2;7;25.7427298201403
2;3;8345;2;3;8.63859073896496
2;7;8439;1;7;28.3557932169374
1;3;8218;1;5;115.364006574644
2;2;8510;1;8;14.4414125595827
2;9;8212;2;7;114.302214820726
1;2;8218;1;8;173.962164726582
1;10;8407;2;8;33.620848202021
2;1;8212;2;4;103.604770425828
1;3;8510;1;8;12.2027112521508
1;6;8218;1;2;106.771943494037
2;1;8212;2;8;227.749729505977
2;1;8439;1;9;19.2976680352505
1;3;8439;1;8;21.5734489737051
1;3;8236;1;3;44.3734396580336
1;6;8212;1;9;93.8323670369613
1;3;8212;2;8;90.7128740959531
1;8;8533;1;8;18.8616349612914
1;5;8236;1;1;44.3734396580336
2;6;8432;1;8;38.2234430314533
2;4;8215;1;8;31.2227431976525
1;2;8207;1;8;426
2;6;8439;1;8;22.8305835092597
2;4;8236;1;7;45.0972990249956
1;8;8510;1;8;12.2027112521508
2;4;8406;2;8;31.6666495541945
1;2;8510;1;7;15.3400932715348
2;4;8236;1;8;45.0972990249956
2;3;8439;2;8;25.7427298201403
1;5;8218;1;7;115.364006574644
1;8;8207;2;8;215.011695791149
1;7;8207;2;8;215.011695791149
2;10;8423;1;7;28.3557932169374
1;10;8406;2;8;96.7967100187466
2;7;8439;2;7;25.7427298201403
1;2;8423;1;7;24.7851956509531
2;8;8215;1;8;28.622772884561
2;2;8212;2;8;103.604770425828
2;7;8423;1;7;103.185087932649
1;10;8212;1;9;93.8323670369613
2;3;8510;1;8;14.4414125595827
2;8;8423;1;8;28.3557932169374
1;11;8212;1;8;93.8323670369613
1;5;8215;1;7;38.7921736556311
2;5;8423;1;7;22.8305835092597
2;8;8215;1;8;28.622772884561
1;6;8207;2;7;255.711092776512
2;6;8423;2;7;25.7427298201403
2;6;8218;1;4;117.636295722456
2;4;8439;1;7;22.8305835092597
1;3;8212;2;7;90.7128740959531
1;9;8432;1;9;215.845074456563
2;7;8236;1;8;47.2889434636021
1;4;8510;1;7;38.7921736556311
2;6;8236;1;8;48.2582040754805
1;8;8236;2;8;49.6335130520869
1;2;8212;2;6;92.2463794214078
1;4;8218;1;4;115.364006574644
2;6;8215;2;7;31.2227431976525
1;9;8231;1;2;157.275872994598
1;9;8510;1;8;15.8836943984518
2;2;8406;1;8;32.1692409192405
1;10;8218;1;9;96.7967100187466
1;7;8439;1;8;18.8616349612914
2;5;8212;1;7;114.302214820726
2;6;8432;2;7;31.6666495541945
1;10;8336;1;3;10.1887831539162
2;1;8215;1;6;47.4411764705882
1;9;8218;2;7;110.015037418155
1;7;8345;1;8;10.1887831539162
1;7;8231;1;4;127.562715249726
1;2;8231;1;6;145.913948583214
1;9;8337;1;5;14.4115340510018
2;6;8423;1;7;28.3557932169374
1;8;8432;1;9;33.620848202021
1;3;8510;1;6;12.2027112521508
1;6;8218;1;8;90.7128740959531
2;2;8215;1;7;47.4411764705882
2;10;8313;2;3;8.63859073896496
2;4;8231;1;3;118.712385680636
2;5;8533;1;7;22.8305835092597
2;7;8218;1;6;99.9422914896897
1;4;8406;1;3;44.3734396580336
1;2;8218;1;7;128.18586113674
1;4;8439;1;9;21.5734489737051
2;3;8215;2;2;47.4411764705882
1;6;8236;2;9;44.3734396580336
1;9;8218;1;9;96.7967100187466
1;6;8218;2;7;106.771943494037
2;11;8215;1;7;28.622772884561
1;6;8510;1;9;15.8836943984518
1;4;8218;2;9;106.771943494037
1;4;8229;1;6;22.1597661958095
1;8;8207;1;8;215.845074456563
2;10;8207;2;8;311.822959595088
1;8;8439;1;7;215.845074456563
2;9;8207;1;8;255.501995173598
2;4;8218;2;5;105.253527751603
2;8;8207;2;8;311.822959595088
2;5;8337;1;4;8.63859073896496
2;3;8345;;6;8.63859073896496
2;9;8230;1;8;19.7031775987449
2;8;8424;2;7;31.6666495541945
1;10;8424;1;4;33.5435080977497
2;3;8410;1;3;45.0972990249956
2;6;8431;2;6;31.6666495541945
1;4;8218;2;5;106.771943494037
1;9;8229;1;5;20.774459285079
2;5;8218;1;9;105.253527751603
2;5;8218;1;5;117.636295722456
2;4;8438;1;6;45.0972990249956
2;8;8523;1;8;103.185087932649
2;3;8212;2;6;103.604770425828
1;8;8207;2;6;215.845074456563
2;10;8215;1;8;26.4774227347595
2;10;8207;1;5;255.501995173598
2;3;8432;1;2;31.6666495541945
1;10;8218;2;9;96.7967100187466
2;10;8226;1;6;103.185087932649
1;10;8207;2;9;215.011695791149
1;8;8212;1;8;93.8323670369613
1;4;8409;1;8;44.3734396580336
2;4;8510;1;7;13.1335672450724
2;3;8207;1;8;352.189436344679
1;5;8229;1;4;22.1597661958095
2;6;8229;1;8;20.2200819493145
1;3;8212;2;8;90.7128740959531
1;9;8207;1;7;215.845074456563
1;4;8207;1;9;255.711092776512
1;2;8218;2;5;128.18586113674
2;4;8229;1;7;20.211326255055
2;5;8215;1;9;31.2227431976525
2;2;8510;1;3;17.2707067961965
1;2;8510;1;7;12.2441590226343
2;1;8406;2;2;32.1692409192405
2;3;8215;1;7;47.4411764705882
2;8;8207;1;6;311.822959595088
2;6;8207;2;5;352.189436344679
2;4;8424;1;5;50.0081358505039
2;8;8439;2;8;28.3557932169374
2;11;8229;1;5;28.737690182948
1;11;8510;2;8;12.2027112521508
1;10;8207;1;8;215.845074456563
1;2;8215;1;7;45.9151882793089
1;11;8432;1;3;33.620848202021
1;7;8207;1;8;215.845074456563
2;5;8207;2;6;352.189436344679
2;6;8215;2;9;31.2227431976525
2;11;8229;1;9;19.7031775987449
2;6;8236;2;8;47.2889434636021
2;2;8215;2;7;47.4411764705882
2;6;8310;1;8;8.63859073896496
1;1;8439;1;8;19.2976680352505
2;8;8439;1;7;22.8305835092597
1;6;8510;1;6;12.2027112521508
1;4;8212;1;7;90.7128740959531
1;7;8218;1;9;110.015037418155
2;7;8265;1;8;28.3557932169374
2;3;8212;2;8;114.302214820726
2;3;8215;1;7;31.2227431976525
1;10;8229;2;9;20.774459285079
2;8;8218;1;9;99.9422914896897
1;5;8218;1;9;115.364006574644
1;7;8439;1;7;18.8616349612914
1;5;8215;1;8;38.7921736556311
1;5;8212;1;8;90.7128740959531
2;5;8236;1;7;45.0972990249956
1;6;8236;1;6;49.6335130520869
1;2;8439;1;7;24.3891328104788
1;4;8212;1;9;90.7128740959531
2;2;8212;1;8;103.604770425828
2;9;8510;1;8;13.1335672450724
2;3;8510;1;8;13.1335672450724
2;4;8236;2;8;50.0081358505039
1;6;8207;1;9;215.845074456563
1;5;8423;1;8;115.364006574644
2;3;8439;1;7;22.8305835092597
2;3;8424;1;5;31.6666495541945
1;10;8510;2;7;14.643253502575
1;10;8424;1;4;33.5435080977497
2;6;8406;1;8;31.6666495541945
1;4;8229;1;9;22.1597661958095
1;9;8207;2;9;215.011695791149
2;10;8212;2;7;103.594552567325
2;4;8410;2;7;31.6666495541945
1;10;8215;1;4;32.4527266661945
1;6;8347;1;3;10.1887831539162
1;1;8207;1;8;426
1;3;8229;1;7;22.1597661958095
1;8;8212;1;8;93.8323670369613
2;7;8601;1;7;31.2227431976525
1;6;8207;1;6;255.711092776512
1;2;8510;1;7;15.2881654368882
1;4;8229;1;4;22.1597661958095
2;5;8215;1;8;31.2227431976525
1;3;8215;1;7;38.7921736556311
1;6;8432;2;3;33.620848202021
2;11;8207;2;8;311.822959595088
1;1;8348;1;6;45.9151882793089
1;4;8236;2;7;58.710173106203
1;3;8315;2;2;10.1887831539162
1;4;8218;2;4;106.771943494037
1;11;8510;1;7;12.2027112521508
1;2;8218;1;4;128.18586113674
2;8;8218;1;8;99.9422914896897
1;10;8212;2;9;110.039775888745
2;7;8236;2;7;47.2889434636021
2;8;8218;1;9;99.9422914896897
1;6;8207;1;8;255.711092776512
2;1;8406;1;8;32.1692409192405
1;4;8423;1;8;38.7921736556311
1;4;8218;2;9;106.771943494037
1;6;8510;1;8;12.2027112521508
1;6;8231;1;2;157.275872994598
1;5;8423;1;9;21.9237870339284
2;5;8236;1;9;45.0972990249956
2;6;8510;1;8;13.1335672450724
1;5;8231;1;6;127.562715249726
2;3;8231;1;3;118.712385680636
2;2;8264;1;8;47.4411764705882
1;8;8215;1;7;28.5255755163259
1;4;8423;1;9;18.8616349612914
2;8;8231;1;2;182.248517720399
1;6;8439;1;5;21.9237870339284
1;3;8229;2;4;22.1597661958095
1;9;8510;1;8;12.2027112521508
2;2;8229;1;8;28.7252461963411
1;5;8607;1;7;32.4527266661945
1;6;8215;1;7;38.7921736556311
1;10;8510;2;8;12.2027112521508
2;8;8345;1;6;9.3679918497525
2;5;8229;1;6;20.211326255055
1;4;8439;1;7;21.9237870339284
1;2;8212;1;9;111.900003381468
2;7;8423;2;7;22.8305835092597
1;2;8215;2;7;45.9151882793089
2;3;8439;1;7;22.8305835092597
1;4;8231;1;5;127.562715249726
1;8;8423;2;9;21.5734489737051
1;3;8256;1;4;255.711092776512
2;2;8218;1;5;120.794147613139
2;7;8432;1;3;38.2234430314533
2;2;8510;1;8;16.0565933217784
1;3;8510;1;7;12.2027112521508
1;6;8236;1;8;58.710173106203
2;5;8236;1;8;45.0972990249956
2;7;8424;1;6;38.2234430314533
1;3;8510;1;7;38.7921736556311
1;3;8215;1;8;38.7921736556311
1;1;8215;1;7;45.9151882793089
1;8;8215;1;8;32.4527266661945
2;2;8212;2;8;103.604770425828
1;3;8406;2;2;32.3395327179569
1;7;8349;1;8;32.4527266661945
2;2;8510;1;7;14.4414125595827
1;10;8207;2;7;215.011695791149
1;9;8212;2;8;110.039775888745
1;9;8207;1;8;255.711092776512
1;6;8215;1;5;28.5255755163259
1;4;8215;1;8;38.7921736556311
1;5;8218;1;5;106.771943494037
1;10;8215;2;7;28.5255755163259
1;6;8354;2;8;10.1887831539162
2;3;8207;1;9;352.189436344679
2;3;8406;1;5;31.6666495541945
1;5;8229;2;8;22.1597661958095
2;6;8229;1;8;20.211326255055
2;5;8607;1;7;31.2227431976525
2;4;8231;1;7;118.712385680636
1;8;8207;2;8;215.011695791149
2;3;8215;1;7;31.2227431976525
1;4;8439;1;8;21.9237870339284
2;3;8424;1;4;31.6666495541945
2;4;8216;2;8;31.2227431976525
2;7;8336;1;7;8.63859073896496
1;7;8336;1;4;10.1887831539162
1;5;8212;1;4;90.7128740959531
1;7;8207;1;8;215.845074456563
2;9;8510;1;7;15.706634523592
2;6;8212;1;7;103.594552567325
1;3;8236;2;4;56.8660025203912
2;4;8236;2;8;50.0081358505039
2;5;8212;1;8;114.302214820726
1;9;8439;2;7;18.8616349612914
2;1;8218;2;8;108.078974180107
1;8;8229;1;4;20.774459285079
1;6;8349;1;8;32.4527266661945
2;5;8439;1;7;22.8305835092597
2;5;8236;1;8;50.0081358505039
2;3;8231;1;2;118.712385680636
1;5;8218;2;8;110.015037418155
2;7;8439;1;7;28.3557932169374
1;3;8439;1;8;21.9237870339284
1;5;8215;1;8;38.7921736556311
2;4;8231;1;8;122.292834758137
2;6;8601;1;7;22.8305835092597
1;11;8218;1;5;96.7967100187466
2;2;8312;2;6;8.63859073896496
1;3;8207;2;6;255.711092776512
2;4;8510;1;8;13.1335672450724
2;6;8410;1;5;31.6666495541945
1;5;8215;1;7;38.7921736556311
1;1;8212;1;6;92.2463794214078
1;2;8229;2;6;32.3606557377049
2;10;8310;2;5;9.3679918497525
2;1;8406;1;7;32.1692409192405
2;7;8207;1;8;255.501995173598
2;4;8439;1;9;22.8305835092597
1;8;8424;1;8;33.620848202021
2;9;8510;1;8;13.1335672450724
1;5;8432;2;8;33.620848202021
1;7;8207;2;8;215.011695791149
2;5;8236;1;7;45.0972990249956
1;1;8218;2;7;128.18586113674
1;11;8510;1;8;12.2027112521508
1;6;8231;1;2;127.562715249726
2;6;8310;1;8;8.63859073896496
1;2;8438;1;8;128.18586113674
2;3;8336;1;5;8.63859073896496
2;7;8439;2;8;28.3557932169374
1;3;8236;1;8;42.9796063940674
1;5;8218;1;9;115.364006574644
2;9;8229;1;9;20.2200819493145
1;3;8218;2;7;106.771943494037
2;6;8218;1;5;99.9422914896897
1;10;8510;1;8;12.2027112521508
2;8;8407;1;9;31.6666495541945
1;3;8207;1;9;255.711092776512
2;2;8510;1;7;14.4414125595827
1;6;8215;2;6;38.7921736556311
1;9;8313;1;6;10.1887831539162
2;6;8229;2;8;19.7031775987449
2;4;8354;1;5;8.63859073896496
1;2;8423;1;6;24.7851956509531
1;3;8218;1;8;138.501127197156
1;4;8229;2;4;22.1597661958095
2;2;8215;1;6;47.4411764705882
2;5;8310;2;7;8.63859073896496
1;9;8310;2;2;10.1887831539162
2;4;8218;1;5;105.253527751603
1;2;8510;1;8;15.2881654368882
1;2;8229;2;8;32.3606557377049
2;6;8406;1;7;31.6666495541945
2;7;8215;1;8;31.2227431976525
1;5;8231;2;7;127.562715249726
2;10;8212;2;8;103.594552567325
2;2;8215;2;9;47.4411764705882
2;2;8207;1;9;295.205128205128
2;8;8424;2;2;31.6666495541945
1;2;8215;1;7;45.9151882793089
1;8;8229;2;8;20.774459285079
1;2;8207;1;4;426
1;5;8218;1;5;115.364006574644
2;11;8207;2;8;311.822959595088
2;9;8231;2;8;182.248517720399
2;3;8212;1;6;103.604770425828
1;9;8439;1;7;18.8616349612914
2;5;8207;1;9;352.189436344679
2;5;8439;2;8;25.7427298201403
2;10;8510;1;8;13.1335672450724
1;2;8510;1;8;15.2881654368882
2;3;8231;1;8;188.480579102546
1;5;8207;1;7;255.711092776512
1;5;8236;1;8;44.3734396580336
2;9;8406;1;8;38.2234430314533
1;5;8212;2;8;90.7128740959531
1;5;8236;1;8;58.710173106203
1;2;8439;2;7;24.3891328104788
1;1;8439;1;6;24.7851956509531
2;2;8212;1;8;103.604770425828
2;3;8215;1;6;31.2227431976525
1;10;8212;1;8;110.039775888745
1;5;8236;1;6;44.3734396580336
1;8;8424;2;2;33.5435080977497
1;1;8510;1;8;15.3400932715348
2;3;8229;1;4;20.211326255055
1;9;8218;2;8;110.015037418155
2;2;8229;1;7;28.7252461963411
1;5;8229;1;5;22.1597661958095
1;3;8236;2;8;56.8660025203912
1;3;8510;1;6;12.2027112521508
1;7;8229;2;8;22.1597661958095
1;4;8218;1;8;115.364006574644
1;9;8510;1;8;15.8836943984518
1;2;8236;1;8;56.8660025203912
2;6;8218;1;8;99.9422914896897
2;5;8218;1;2;117.636295722456
2;3;8212;1;8;114.302214820726
1;10;8510;2;7;15.8836943984518
1;5;8236;1;8;44.3734396580336
1;10;8229;1;6;20.774459285079
1;9;8218;2;8;110.015037418155
1;7;8229;1;8;20.1563003484699
2;2;8406;1;7;32.1692409192405
1;3;8212;1;9;90.7128740959531
1;11;8215;1;7;32.4527266661945
1;10;8229;1;8;20.1563003484699
2;7;8229;1;7;20.211326255055
2;5;8229;1;4;20.211326255055
2;6;8406;2;5;31.6666495541945
2;8;8212;2;8;103.594552567325
2;5;8439;1;8;22.8305835092597
2;4;8231;1;8;118.712385680636
2;4;8229;1;9;20.211326255055
2;4;8424;2;4;31.6666495541945
2;3;8231;2;7;122.292834758137
1;5;8406;1;8;127.562715249726
2;8;8231;2;7;182.248517720399
2;6;8236;1;7;50.0081358505039
1;2;8212;1;8;92.2463794214078
2;8;8439;1;7;22.8305835092597
2;9;8212;1;8;103.185087932649
2;3;8229;2;4;20.211326255055
2;4;8310;1;6;8.63859073896496
1;5;8229;1;9;22.1597661958095
1;9;8212;1;8;110.039775888745
2;7;8207;2;5;311.822959595088
1;6;8236;1;8;44.3734396580336
2;5;8315;1;4;8.63859073896496
2;9;8310;2;4;9.3679918497525
2;8;8207;1;3;311.822959595088
1;4;8439;1;8;38.7921736556311
1;5;8215;1;7;38.7921736556311
2;10;8207;1;8;311.822959595088
2;5;8218;1;8;105.253527751603
2;1;8345;1;6;8.63859073896496
1;3;8236;1;6;44.3734396580336
2;10;8510;1;7;15.706634523592
1;1;8212;1;8;42.9796063940674
2;7;8510;1;7;13.1335672450724
2;6;8236;1;6;45.5669371189829
2;1;8229;1;8;28.7252461963411
2;6;8539;1;6;31.2227431976525
1;2;8423;1;7;21.3233832316012
2;4;8218;1;9;117.636295722456
2;2;8229;1;8;28.7252461963411
1;8;8207;1;9;215.011695791149
1;3;8218;1;8;115.364006574644
2;5;8406;2;3;31.6666495541945
1;10;8207;2;8;215.011695791149
2;6;8406;1;7;31.6666495541945
1;10;8212;2;9;93.8323670369613
2;5;8406;1;5;31.6666495541945
1;5;8218;1;6;115.364006574644
2;8;8406;1;7;31.6666495541945
1;8;8437;1;9;33.5435080977497
2;6;8510;1;7;13.1335672450724
1;1;8229;1;4;32.3606557377049
2;10;8420;1;9;28.3557932169374
1;4;8212;1;8;90.7128740959531
1;10;8207;2;6;215.011695791149
1;7;8215;1;7;28.5255755163259
1;4;8207;2;8;255.711092776512
1;6;8218;1;7;96.7967100187466
1;1;8510;1;8;15.2881654368882
1;2;8212;2;8;92.2463794214078
1;11;8304;1;6;215.845074456563
2;9;8215;1;8;28.622772884561
1;9;8218;2;6;110.015037418155
1;5;8229;2;8;22.1597661958095
1;9;8218;2;8;96.7967100187466
1;7;8510;1;7;15.8836943984518
1;4;8212;2;8;90.7128740959531
1;5;8510;2;7;14.643253502575
