"W16A1";"W16A6";"W16B1";"W16B9";"W16D1";"weight_2016"
1;5;8218;1;2;144.901147892382
2;11;8207;1;4;352.189436344679
1;3;8236;2;8;56.8660025203912
2;3;8423;2;7;22.8305835092597
1;1;8229;1;8;32.3606557377049
1;7;8563;1;7;21.9237870339284
1;4;8229;1;4;22.1597661958095
1;4;8218;1;8;115.364006574644
2;2;8207;1;8;295.205128205128
2;2;8231;1;8;227.749729505977
2;4;8439;1;7;25.7427298201403
2;5;8313;1;7;8.63859073896496
2;4;8218;1;8;105.253527751603
1;5;8424;2;2;58.710173106203
2;1;8236;1;8;48.7607594717294
1;2;8510;1;8;15.3400932715348
1;3;8231;2;3;161.456190316157
2;2;8313;2;1;8.63859073896496
1;6;8215;1;9;38.7921736556311
1;5;8207;1;8;255.711092776512
2;8;8424;2;2;38.2234430314533
1;6;8218;2;4;106.771943494037
2;4;8207;2;8;352.189436344679
1;10;8229;1;9;20.1563003484699
2;2;8406;1;2;31.6666495541945
1;6;8231;1;2;157.275872994598
1;9;8207;1;1;215.845074456563
2;5;8439;1;5;22.8305835092597
2;5;8231;1;2;118.712385680636
2;1;8510;1;7;14.4414125595827
2;5;8215;2;7;31.2227431976525
1;6;8207;2;8;215.011695791149
1;2;8510;1;8;15.3400932715348
2;2;8218;1;4;196.779535003089
1;10;8231;2;3;175.672714412934
2;2;8215;1;3;47.4411764705882
1;7;8215;1;7;32.4527266661945
1;5;8231;2;2;161.456190316157
1;4;8510;1;8;12.2027112521508
2;2;8310;1;2;8.63859073896496
1;9;8231;1;3;175.672714412934
1;6;8336;1;7;10.1887831539162
1;7;8212;2;4;95.4186075346331
2;11;8218;2;8;99.9422914896897
2;1;8534;1;8;19.2976680352505
2;1;8998;2;8;53.5132453047881
2;2;8207;2;4;295.205128205128
1;2;8215;1;3;45.9151882793089
1;7;8231;1;2;179.559973669534
2;8;8231;2;6;182.248517720399
2;4;8231;1;5;118.712385680636
2;5;8229;1;8;20.211326255055
1;7;8212;1;8;93.8323670369613
2;7;8256;1;3;20.2200819493145
2;6;8212;1;5;103.185087932649
1;4;8212;1;7;90.7128740959531
2;3;8510;1;9;14.4414125595827
1;7;8218;1;8;96.7967100187466
1;7;8231;1;2;179.559973669534
2;9;8439;2;7;22.8305835092597
2;6;8231;1;2;118.712385680636
2;2;8349;1;7;47.4411764705882
1;4;8215;1;6;15.8836943984518
1;5;8218;1;2;115.364006574644
2;5;8231;1;2;118.712385680636
2;5;8565;1;8;22.8305835092597
1;4;8231;1;2;127.562715249726
2;1;8510;2;7;16.0565933217784
2;9;8236;2;8;45.5669371189829
1;6;8236;1;2;49.6335130520869
2;2;8207;2;8;295.205128205128
1;8;8336;2;8;10.1887831539162
2;7;8432;2;8;47.2889434636021
1;6;8218;1;5;115.364006574644
1;10;8510;1;6;12.2027112521508
1;4;8231;1;3;194.384755446701
2;7;8207;1;7;255.501995173598
2;1;8218;1;9;105.253527751603
2;1;8207;1;7;295.205128205128
1;1;8229;2;8;32.3606557377049
1;6;8231;2;2;194.384755446701
2;7;8212;2;7;114.302214820726
1;4;8231;1;3;127.562715249726
1;4;8438;1;6;33.620848202021
1;7;8207;2;5;215.845074456563
2;9;8406;2;2;38.2234430314533
1;7;8407;1;4;33.5435080977497
1;10;8207;1;8;20.774459285079
2;3;8231;2;3;147.772041922321
1;6;8510;1;8;12.2027112521508
2;10;8215;1;7;28.622772884561
1;4;8215;1;7;38.7921736556311
1;9;8423;1;7;21.9237870339284
2;5;8439;1;8;28.3557932169374
1;2;8218;1;5;128.18586113674
2;5;8345;2;7;9.3679918497525
1;4;8511;2;8;14.643253502575
1;3;8236;2;8;58.710173106203
2;3;8510;1;8;31.2227431976525
2;7;8231;1;2;182.248517720399
2;3;8212;1;8;114.302214820726
1;2;8256;1;4;138.501127197156
2;5;8231;1;5;118.712385680636
2;7;8212;1;8;103.594552567325
2;9;8231;2;8;182.248517720399
2;2;8218;1;8;108.078974180107
2;6;8510;1;7;13.1335672450724
1;6;8215;1;8;32.4527266661945
2;5;8215;1;8;31.2227431976525
1;3;8218;1;9;138.501127197156
1;4;8231;2;3;161.456190316157
2;10;8229;2;8;19.7031775987449
1;11;8336;2;7;10.1887831539162
1;7;8207;1;8;255.711092776512
1;11;8510;1;8;12.2027112521508
1;1;8212;2;9;92.2463794214078
2;9;8231;1;2;182.248517720399
1;3;8212;2;8;90.7128740959531
2;4;8231;1;8;122.292834758137
2;3;8218;1;8;108.078974180107
2;4;8265;1;7;118.712385680636
2;8;8229;1;5;20.2200819493145
1;5;8218;1;2;115.364006574644
2;6;8406;1;4;31.6666495541945
2;6;8212;1;7;114.302214820726
2;1;8510;1;7;16.0565933217784
1;1;8352;1;7;15.3400932715348
1;4;8423;1;7;21.9237870339284
2;8;8212;1;8;103.594552567325
2;2;8439;1;9;19.2976680352505
1;6;8310;2;2;10.1887831539162
1;4;8218;1;4;115.364006574644
1;10;8215;2;6;28.5255755163259
2;2;8439;1;8;24.7851956509531
1;8;8231;1;3;127.562715249726
2;7;8212;1;6;103.594552567325
2;4;8212;1;1;114.302214820726
2;9;8510;1;7;20.2200819493145
2;9;8218;1;8;117.636295722456
2;6;8218;1;5;117.636295722456
2;8;8229;1;8;19.7031775987449
2;2;8236;1;2;48.2582040754805
1;8;8310;2;3;14.4115340510018
1;4;8231;2;8;161.456190316157
2;6;8341;2;8;22.8305835092597
2;2;8510;2;8;16.0565933217784
2;10;8423;1;8;28.3557932169374
1;5;8212;2;6;38.7921736556311
2;5;8423;1;7;22.8305835092597
1;3;8218;1;3;128.18586113674
2;9;8510;1;8;13.1335672450724
1;3;8218;1;4;106.771943494037
1;5;8229;2;4;22.1597661958095
2;2;8229;2;5;28.7252461963411
2;7;8406;2;6;38.2234430314533
1;3;8212;1;8;92.2463794214078
1;5;8231;2;2;161.456190316157
2;8;8212;2;4;103.594552567325
1;6;8218;2;2;106.771943494037
1;5;8439;1;7;21.5734489737051
1;7;8218;1;2;115.364006574644
2;1;8218;2;7;105.253527751603
1;5;8439;1;7;21.9237870339284
1;4;8439;1;7;21.9237870339284
1;4;8432;1;6;33.620848202021
1;9;8354;1;8;14.4115340510018
1;6;8998;1;4;22.1597661958095
1;9;8312;1;4;14.4115340510018
1;4;8510;2;7;12.2027112521508
2;3;8229;1;8;20.211326255055
1;7;8204;1;6;110.015037418155
2;9;8215;1;7;28.622772884561
2;3;8510;1;8;13.1335672450724
1;1;8510;1;1;45.9151882793089
1;4;8236;1;4;58.710173106203
2;1;8231;1;9;147.772041922321
2;4;8231;2;4;122.292834758137
2;9;8354;1;9;8.63859073896496
2;10;8510;1;8;13.1335672450724
2;5;8207;1;6;352.189436344679
2;10;8205;1;9;28.3557932169374
2;8;8406;2;2;31.6666495541945
2;1;8207;1;7;295.205128205128
2;6;8212;2;2;103.604770425828
2;4;8229;1;5;20.211326255055
1;6;8231;2;4;161.456190316157
1;4;8231;1;8;127.562715249726
1;2;8218;1;8;138.501127197156
2;6;8406;1;8;47.2889434636021
2;2;8357;1;5;93.5280857278057
2;4;8236;2;8;50.0081358505039
2;4;8215;1;4;31.2227431976525
2;10;8231;2;2;122.292834758137
1;5;8215;1;9;38.7921736556311
1;2;8510;1;8;15.3400932715348
1;9;8207;1;8;215.845074456563
1;10;8218;2;4;110.015037418155
1;10;8229;1;4;20.774459285079
1;5;8314;1;4;10.1887831539162
1;6;8510;1;8;15.8836943984518
2;2;8313;1;7;8.63859073896496
1;2;8410;2;5;56.8660025203912
1;4;8439;1;9;21.9237870339284
1;9;8236;2;8;49.6335130520869
1;9;8510;1;8;12.2027112521508
2;6;8406;2;2;31.6666495541945
1;7;8218;2;5;110.015037418155
2;5;8252;1;8;20.211326255055
1;2;8231;1;2;145.913948583214
1;7;8207;1;9;215.011695791149
1;9;8510;1;9;15.8836943984518
1;5;8218;2;5;106.771943494037
1;1;8218;1;3;138.501127197156
1;2;8218;1;8;138.501127197156
1;5;8423;2;8;26.2618936542216
2;3;8406;2;2;31.6666495541945
1;5;8212;1;7;90.7128740959531
1;2;8510;1;7;15.3400932715348
1;5;8229;1;9;22.1597661958095
1;9;8439;1;7;18.8616349612914
2;6;8310;1;8;9.3679918497525
1;4;8510;1;8;12.2027112521508
1;10;8510;2;8;12.2027112521508
2;3;8563;1;8;295.205128205128
1;5;8212;1;4;90.7128740959531
1;2;8207;2;6;426
2;5;8335;1;4;8.63859073896496
2;3;8207;2;9;20.211326255055
1;2;8215;1;3;45.9151882793089
2;9;8236;1;7;45.5669371189829
2;4;8236;1;2;45.0972990249956
2;5;8510;1;7;13.1335672450724
1;3;8218;1;7;106.771943494037
1;6;8218;2;9;115.364006574644
2;8;8406;1;5;38.2234430314533
2;2;8212;2;7;103.604770425828
1;3;8218;1;9;115.364006574644
1;7;8212;2;8;93.8323670369613
1;8;8501;2;8;18.8616349612914
1;9;8406;2;2;33.5435080977497
2;4;8215;1;7;31.2227431976525
1;8;8229;2;8;22.1597661958095
1;1;8359;1;5;144.901147892382
2;8;8510;1;8;15.706634523592
1;8;8439;1;7;18.8616349612914
1;2;8335;1;9;14.4115340510018
2;5;8510;1;8;13.1335672450724
1;1;8439;1;7;24.7851956509531
2;10;8229;1;5;20.2200819493145
1;4;8401;1;6;33.620848202021
2;6;8331;1;2;45.0972990249956
2;5;8236;2;8;50.0081358505039
2;6;8510;1;8;14.6024737710596
2;2;8207;1;8;295.205128205128
2;3;8229;2;8;28.7252461963411
2;6;8432;1;4;31.6666495541945
2;2;8229;1;4;28.7252461963411
1;2;8212;2;6;92.2463794214078
1;8;8218;2;4;106.771943494037
1;6;8331;1;9;44.3734396580336
2;5;8229;2;3;20.211326255055
2;8;8406;1;9;33.5435080977497
1;2;8231;1;3;115.283157850041
1;3;8236;2;6;58.710173106203
2;5;8510;1;8;13.1335672450724
1;3;8212;1;8;90.7128740959531
1;6;8207;1;8;255.711092776512
2;7;8229;1;4;19.7031775987449
1;8;8510;1;9;12.2027112521508
1;9;8229;1;8;20.1563003484699
1;6;8212;1;8;90.7128740959531
2;1;8218;1;8;128.18586113674
1;2;8236;1;2;60.7531278352279
2;7;8510;1;7;13.1335672450724
2;4;8354;1;2;8.63859073896496
2;2;8439;1;8;19.2976680352505
2;4;8409;2;3;50.0081358505039
1;7;8207;1;3;255.711092776512
1;3;8439;1;8;21.9237870339284
1;2;8439;1;8;24.7851956509531
1;6;8212;1;9;90.7128740959531
1;3;8229;2;8;22.1597661958095
2;2;8207;1;6;28.7252461963411
1;3;8212;2;8;90.7128740959531
1;6;8236;1;4;49.6335130520869
2;9;8510;1;8;13.1335672450724
2;8;8510;1;8;15.706634523592
1;3;8510;1;8;12.2027112521508
1;2;8510;1;8;15.3400932715348
1;6;8229;1;9;22.1597661958095
2;10;8229;1;6;20.2200819493145
1;4;8510;1;9;12.2027112521508
1;3;8207;2;6;255.711092776512
2;11;8236;2;8;45.5669371189829
2;6;8215;2;8;31.2227431976525
1;7;8229;2;6;20.774459285079
1;2;8424;1;5;56.8660025203912
1;4;8236;1;2;58.710173106203
1;10;8401;1;3;32.3395327179569
2;4;8229;1;7;20.211326255055
2;4;8229;1;6;20.2200819493145
2;9;8236;1;2;45.5669371189829
1;4;8439;1;6;21.9237870339284
2;3;8212;2;4;103.604770425828
1;1;8231;2;8;175.672714412934
1;3;8510;1;8;15.3400932715348
1;8;8229;2;8;20.774459285079
2;9;8229;1;5;20.211326255055
2;5;8236;1;3;45.0972990249956
1;3;8345;1;8;14.4115340510018
1;6;8510;1;9;12.2441590226343
1;2;8231;2;7;115.283157850041
1;4;8215;1;3;45.9151882793089
2;10;8215;1;8;31.2227431976525
2;9;8510;1;7;15.706634523592
1;4;8207;1;6;255.711092776512
1;10;8226;1;5;93.8323670369613
1;9;8264;1;4;215.011695791149
2;10;8424;1;8;31.6666495541945
1;11;8232;1;5;215.845074456563
2;7;8343;1;7;26.4774227347595
1;4;8218;2;4;144.901147892382
1;2;8406;2;7;32.3395327179569
1;3;8236;1;7;58.710173106203
2;10;8205;1;9;28.622772884561
1;2;8510;1;7;15.3400932715348
1;6;8212;1;7;110.039775888745
2;10;8229;1;7;20.2200819493145
1;3;8215;1;6;45.9151882793089
1;2;8423;1;8;24.7851956509531
1;11;8207;2;6;255.711092776512
1;1;8207;2;9;426
1;2;8510;1;8;15.3400932715348
2;2;8439;1;9;19.2976680352505
1;2;8229;2;3;32.3606557377049
2;4;8236;2;7;50.0081358505039
1;1;8212;1;7;92.2463794214078
1;8;8439;1;7;18.8616349612914
1;6;8229;2;9;22.1597661958095
2;3;8510;1;7;15.706634523592
1;3;8207;1;8;255.711092776512
1;1;8218;2;7;106.771943494037
1;1;8510;2;7;15.3400932715348
2;4;8236;1;6;45.0972990249956
2;5;8256;1;5;20.211326255055
1;10;8510;1;8;12.2027112521508
2;4;8510;1;8;13.1335672450724
1;2;8236;2;7;56.8660025203912
1;3;8336;1;8;10.1887831539162
1;7;8510;1;8;15.8836943984518
1;4;8218;1;6;115.364006574644
2;3;8212;2;8;103.604770425828
1;3;8542;1;7;21.9237870339284
1;2;8212;1;8;92.2463794214078
1;2;8438;1;7;32.3395327179569
1;7;8207;2;8;215.011695791149
2;4;8406;2;3;31.6666495541945
2;8;8236;1;4;45.0972990249956
2;8;8229;1;7;20.2200819493145
1;4;8229;1;6;22.1597661958095
2;2;8515;1;7;19.2976680352505
1;5;8236;1;8;58.710173106203
1;3;8410;1;5;33.620848202021
2;8;8510;1;8;28.622772884561
1;5;8229;2;6;22.1597661958095
2;7;8236;1;9;45.5669371189829
2;6;8345;1;4;8.63859073896496
1;7;8231;2;6;145.913948583214
2;10;8406;2;2;38.2234430314533
1;6;8229;1;5;20.211326255055
2;10;8229;1;4;20.211326255055
2;11;8354;1;4;9.3679918497525
2;4;8236;2;6;50.0081358505039
1;1;8439;1;7;24.7851956509531
1;2;8439;1;7;29.6894953128804
2;3;8406;2;4;31.6666495541945
1;7;8229;1;9;20.1563003484699
1;1;8212;1;8;92.2463794214078
1;3;8231;1;3;115.283157850041
1;9;8212;1;4;93.8323670369613
2;10;8215;1;5;28.622772884561
1;4;8264;1;4;426
1;1;8229;1;8;22.1597661958095
1;6;8229;1;4;22.1597661958095
1;4;8218;1;2;106.771943494037
1;10;8207;1;7;215.845074456563
2;2;8423;1;7;27.5022780447013
1;2;8218;1;2;128.18586113674
2;2;8212;1;8;103.604770425828
2;11;8229;2;4;20.211326255055
1;3;8218;1;9;138.501127197156
2;3;8229;1;4;20.211326255055
2;1;8212;2;9;103.604770425828
2;10;8424;2;4;38.2234430314533
1;10;8406;1;4;33.620848202021
1;6;8229;1;8;22.1597661958095
2;9;8229;2;4;19.7031775987449
2;2;8310;1;1;8.63859073896496
1;2;8207;1;8;426
2;7;8406;1;3;31.6666495541945
1;4;8439;1;8;18.8616349612914
1;1;8231;1;1;115.283157850041
1;2;8432;1;1;33.620848202021
2;2;8207;1;6;295.205128205128
1;11;8212;1;4;93.8323670369613
2;2;8336;1;8;8.63859073896496
2;7;8229;1;6;20.211326255055
2;3;8406;1;7;31.6666495541945
2;2;8336;1;7;8.63859073896496
1;6;8229;1;8;22.1597661958095
2;7;8401;1;8;38.2234430314533
1;2;8215;1;7;45.9151882793089
2;11;8215;2;8;26.4774227347595
1;2;8510;1;7;15.2881654368882
1;5;8212;2;4;90.7128740959531
1;2;8231;1;8;115.283157850041
2;2;8212;1;9;103.604770425828
1;5;8236;2;2;58.710173106203
1;2;8357;1;3;42.9796063940674
1;1;8510;1;7;15.3400932715348
1;10;8229;1;5;20.1563003484699
1;5;8212;2;9;90.7128740959531
1;1;8218;1;7;138.501127197156
1;1;8218;1;3;128.18586113674
1;6;8236;2;4;44.3734396580336
1;6;8218;2;8;106.771943494037
2;7;8319;1;2;9.3679918497525
1;7;8207;2;8;255.711092776512
2;3;8439;1;7;23.9678799341562
1;10;8229;2;9;20.1563003484699
1;8;8212;2;6;93.8323670369613
2;3;8510;1;7;13.1335672450724
1;5;8218;2;4;106.771943494037
2;4;8423;2;7;31.2227431976525
1;4;8539;2;8;21.5734489737051
1;5;8236;1;8;44.3734396580336
1;2;8212;1;8;92.2463794214078
1;4;8236;2;8;58.710173106203
2;6;8601;1;7;26.4774227347595
2;10;8313;1;2;9.3679918497525
2;6;8410;2;1;50.0081358505039
1;2;8218;2;5;128.18586113674
2;6;8406;2;5;31.6666495541945
1;6;8236;1;2;44.3734396580336
1;6;8510;1;8;12.2027112521508
1;10;8207;2;4;215.845074456563
2;3;8236;1;2;45.0972990249956
1;7;8336;1;2;10.1887831539162
2;5;8424;1;6;31.6666495541945
1;3;8439;1;9;24.7851956509531
2;1;8229;1;8;28.7252461963411
1;4;8510;1;7;14.643253502575
1;5;8212;2;8;90.7128740959531
2;2;8337;2;9;8.63859073896496
2;6;8229;2;7;20.211326255055
1;2;8406;1;8;32.3395327179569
1;9;8212;2;5;110.039775888745
1;4;8423;2;7;21.5734489737051
2;4;8406;1;9;31.6666495541945
1;3;8256;1;5;115.364006574644
2;1;8510;1;7;16.0565933217784
2;4;8406;1;2;31.6666495541945
2;5;8229;1;2;20.211326255055
1;3;8345;1;2;42.9796063940674
2;6;8218;1;9;31.2227431976525
2;1;8229;1;8;28.7252461963411
2;10;8406;1;7;38.2234430314533
2;9;8510;2;8;15.706634523592
1;3;8207;1;7;426
1;3;8336;2;5;10.1887831539162
1;6;8218;1;5;96.7967100187466
2;11;8215;1;7;26.4774227347595
1;8;8236;1;3;49.6335130520869
1;2;8212;1;7;92.2463794214078
2;2;8207;2;2;295.205128205128
2;3;8215;1;9;31.2227431976525
2;8;8215;1;3;28.622772884561
1;8;8207;1;7;215.845074456563
1;2;8401;2;5;32.3395327179569
1;4;8439;2;7;21.9237870339284
1;1;8229;2;5;32.3606557377049
2;4;8406;1;8;31.6666495541945
2;5;8236;1;8;50.0081358505039
2;7;8301;1;4;45.5669371189829
1;3;8212;1;8;90.7128740959531
1;2;8218;1;8;138.501127197156
1;10;8207;1;5;215.011695791149
1;1;8231;1;2;175.672714412934
1;7;8510;2;8;12.2027112521508
1;7;8218;2;5;110.015037418155
1;4;8207;2;5;255.711092776512
1;5;8336;2;9;10.1887831539162
2;9;8406;2;3;38.2234430314533
1;1;8212;1;6;92.2463794214078
2;6;8229;2;8;19.7031775987449
2;7;8406;1;2;38.2234430314533
1;1;8336;1;2;10.1887831539162
2;7;8229;1;5;20.2200819493145
1;1;8532;2;7;45.9151882793089
1;2;8215;1;8;38.4116927368664
1;5;8256;1;5;22.1597661958095
1;3;8229;1;8;22.1597661958095
1;2;8439;1;9;24.3891328104788
1;6;8236;1;6;44.3734396580336
2;4;8215;1;8;31.2227431976525
2;2;8229;1;8;28.7252461963411
2;5;8236;1;6;68.8105369285182
1;3;8212;2;9;92.2463794214078
1;4;8218;1;7;115.364006574644
1;1;8229;2;9;32.3606557377049
1;5;8218;1;7;106.771943494037
1;3;8439;2;9;29.6894953128804
2;4;8406;1;7;31.6666495541945
2;7;8438;1;6;45.0972990249956
1;4;8236;1;2;44.3734396580336
1;6;8236;2;6;49.6335130520869
2;8;8607;2;6;26.4774227347595
1;4;8423;2;8;21.5734489737051
1;5;8424;1;2;44.3734396580336
1;4;8510;1;8;15.3400932715348
1;3;8432;1;9;44.3734396580336
1;9;8218;1;9;115.364006574644
1;2;8406;1;5;32.2651401024743
1;2;8215;2;8;45.9151882793089
1;10;8212;1;8;93.8323670369613
2;2;8439;1;8;23.9678799341562
2;3;8215;2;8;31.2227431976525
1;3;8218;1;8;115.364006574644
1;6;8207;1;4;215.845074456563
1;1;8212;2;8;92.2463794214078
2;11;8406;1;4;31.6666495541945
2;4;8215;1;8;31.2227431976525
2;3;8229;1;8;20.211326255055
1;3;8439;1;6;21.9237870339284
1;5;8236;1;8;44.3734396580336
1;3;8236;1;4;58.710173106203
1;5;8207;2;7;255.711092776512
1;3;8523;1;8;21.9237870339284
2;7;8998;1;8;45.5669371189829
2;9;8215;1;7;28.622772884561
1;7;8998;2;3;33.5435080977497
1;8;8207;2;8;215.011695791149
1;3;8336;1;5;10.1887831539162
1;9;8212;1;3;93.8323670369613
2;5;8236;1;2;45.0972990249956
2;1;8525;1;6;19.2976680352505
1;8;8315;1;5;10.1887831539162
2;7;8229;2;8;20.211326255055
1;10;8218;2;7;110.015037418155
1;4;8236;1;4;44.3734396580336
1;2;8229;1;8;32.3606557377049
1;6;8423;2;8;21.5734489737051
1;4;8236;1;8;44.3734396580336
2;3;8234;2;8;31.2227431976525
1;4;8349;1;8;21.9237870339284
2;6;8424;2;5;50.0081358505039
1;2;8236;1;8;56.8660025203912
1;6;8207;1;5;255.711092776512
2;8;8354;2;8;9.3679918497525
2;1;8510;1;7;16.0565933217784
1;3;8207;1;4;255.711092776512
2;10;8510;2;7;13.1335672450724
1;3;8229;2;9;22.1597661958095
1;1;8218;2;6;106.771943494037
1;1;8231;1;7;175.672714412934
1;8;8207;1;4;215.011695791149
1;3;8236;2;8;58.710173106203
1;3;8218;2;3;128.18586113674
2;1;8207;1;8;295.205128205128
2;7;8401;1;8;45.5669371189829
2;7;8510;1;7;13.1335672450724
2;9;8229;1;5;20.2200819493145
1;7;8439;1;8;18.8616349612914
1;9;8207;2;6;215.011695791149
1;4;8354;1;4;10.1887831539162
1;9;8236;1;8;93.8323670369613
1;5;8236;1;7;44.3734396580336
2;10;8510;1;7;15.706634523592
1;4;8218;1;2;115.364006574644
1;3;8229;1;6;22.1597661958095
1;8;8345;1;2;14.4115340510018
1;2;8439;1;9;24.7851956509531
2;2;8212;2;7;103.604770425828
2;2;8423;2;7;21.7591746697462
1;6;8264;1;8;255.711092776512
1;1;8439;1;8;24.7851956509531
2;9;8229;1;4;19.7031775987449
1;2;8439;2;7;24.3891328104788
1;5;8207;2;4;255.711092776512
2;1;8510;1;8;17.2707067961965
1;2;8215;1;9;45.9151882793089
2;2;8212;2;8;103.604770425828
1;1;8218;1;5;96.7967100187466
2;1;8439;1;8;19.2976680352505
2;6;8354;1;1;8.63859073896496
1;5;8207;1;8;255.711092776512
1;6;8229;2;5;20.1563003484699
1;10;8212;1;4;93.8323670369613
2;4;8215;1;7;31.2227431976525
1;4;8229;2;6;22.1597661958095
1;3;8231;2;8;145.913948583214
1;8;8229;1;8;20.774459285079
1;6;8401;1;8;33.620848202021
1;5;8229;2;4;22.1597661958095
1;1;8207;2;8;426
1;5;8312;1;1;10.1887831539162
2;6;8410;1;7;31.6666495541945
1;10;8212;1;8;93.8323670369613
1;3;8218;1;8;115.364006574644
1;3;8423;2;3;21.5734489737051
1;1;8229;1;8;32.3606557377049
2;8;8406;1;5;31.6666495541945
2;5;8229;1;8;20.211326255055
2;9;8510;1;8;13.1335672450724
1;2;8510;1;7;15.3400932715348
1;8;8310;2;7;10.1887831539162
1;6;8231;1;3;115.283157850041
1;4;8439;1;8;21.9237870339284
2;6;8236;1;2;45.5669371189829
2;2;8510;1;9;14.4414125595827
2;3;8215;1;8;31.2227431976525
1;10;8215;2;9;28.5255755163259
2;3;8439;1;7;19.2976680352505
2;3;8331;1;5;105.253527751603
1;3;8510;1;3;15.2881654368882
2;1;8510;1;7;16.0565933217784
1;9;8215;1;7;32.4527266661945
1;5;8215;1;4;38.7921736556311
1;3;8229;2;8;22.1597661958095
1;5;8345;1;3;10.1887831539162
2;5;8215;1;8;31.2227431976525
1;5;8410;1;3;44.3734396580336
1;8;8510;2;8;12.2027112521508
1;3;8335;1;9;10.1887831539162
1;6;8229;2;9;22.1597661958095
1;10;8345;2;8;93.8323670369613
1;5;8231;2;9;161.456190316157
2;6;8406;1;8;31.6666495541945
1;10;8215;2;6;32.4527266661945
2;10;8432;2;6;31.6666495541945
1;6;8212;2;6;90.7128740959531
1;2;8510;2;9;18.3457985242583
1;5;8212;1;8;90.7128740959531
1;6;8439;1;8;18.8616349612914
1;2;8231;1;8;175.672714412934
2;3;8207;1;8;352.189436344679
1;2;8218;1;3;138.501127197156
1;2;8310;1;2;10.1887831539162
1;9;8215;2;8;28.5255755163259
2;10;8439;1;8;28.3557932169374
1;1;8510;1;7;15.3400932715348
2;8;8231;2;4;182.248517720399
2;2;8335;1;8;8.63859073896496
2;8;8207;1;7;311.822959595088
1;7;8229;1;8;20.1563003484699
2;6;8410;1;6;45.0972990249956
1;3;8231;1;2;127.562715249726
2;4;8215;1;6;31.2227431976525
1;5;8236;1;3;44.3734396580336
1;1;8212;1;8;92.2463794214078
1;10;8432;1;6;33.620848202021
1;10;8212;1;6;110.039775888745
1;8;8231;2;3;179.559973669534
2;6;8432;2;5;50.0081358505039
1;2;8215;2;8;45.9151882793089
1;4;8212;2;8;90.7128740959531
1;8;8510;1;8;12.2027112521508
1;3;8207;2;7;255.711092776512
1;4;8229;2;6;22.1597661958095
1;10;8438;2;8;44.3734396580336
2;5;8215;1;8;31.2227431976525
1;7;8236;2;8;49.6335130520869
1;7;8215;1;8;32.4527266661945
2;7;8229;2;6;19.7031775987449
2;4;8424;2;2;31.6666495541945
1;2;8510;1;8;15.3400932715348
1;9;8337;1;6;14.4115340510018
1;4;8229;1;6;22.1597661958095
2;6;8236;1;8;50.0081358505039
1;10;8349;1;8;21.9237870339284
2;2;8439;1;8;19.2976680352505
2;4;8229;1;8;20.211326255055
1;11;8212;2;6;93.8323670369613
1;4;8336;1;7;10.1887831539162
1;2;8354;1;8;14.4115340510018
2;2;8215;1;7;47.4411764705882
1;4;8510;1;8;12.2027112521508
2;10;8212;2;8;103.594552567325
1;9;8218;2;7;110.015037418155
1;10;8236;1;9;49.6335130520869
2;5;8231;1;4;118.712385680636
1;6;8336;2;8;10.1887831539162
2;3;8212;1;9;114.302214820726
2;10;8510;1;8;15.706634523592
2;6;8405;1;5;31.6666495541945
1;2;8212;1;8;92.2463794214078
2;3;8236;2;9;50.0081358505039
2;9;8218;1;5;99.9422914896897
1;4;8510;1;9;12.2441590226343
1;9;8432;2;2;44.3734396580336
1;6;8231;2;4;127.562715249726
2;10;8406;2;6;31.6666495541945
2;1;8424;1;4;32.1692409192405
1;5;8345;1;7;10.1887831539162
1;5;8510;2;9;14.643253502575
2;5;8215;1;7;31.2227431976525
2;3;8439;1;8;21.7591746697462
1;1;8215;1;8;45.9151882793089
2;3;8207;2;4;352.189436344679
1;4;8229;2;8;22.1597661958095
2;1;8510;1;8;16.0565933217784
1;3;8231;1;5;115.283157850041
1;1;8510;1;8;15.3400932715348
1;4;8438;2;4;33.620848202021
2;9;8510;1;7;13.1335672450724
2;4;8229;1;5;20.211326255055
1;3;8236;2;6;62.7233583136164
2;3;8439;1;8;22.8305835092597
2;9;8336;2;5;8.63859073896496
1;1;8212;1;8;92.2463794214078
1;10;8207;2;4;215.011695791149
1;7;8439;1;3;18.8616349612914
1;4;8239;2;6;22.1597661958095
1;9;8229;1;6;20.774459285079
2;7;8231;1;3;118.712385680636
1;7;8212;2;4;90.7128740959531
2;5;8218;1;3;8.63859073896496
2;7;8510;2;7;13.1335672450724
2;1;8236;2;2;45.0972990249956
1;10;8212;2;6;110.039775888745
1;2;8207;2;8;426
1;2;8236;2;1;56.8660025203912
1;8;8236;1;2;42.9796063940674
1;2;8218;1;5;138.501127197156
1;2;8236;1;5;60.7531278352279
2;2;8510;1;7;16.0565933217784
1;5;8231;1;8;127.562715249726
2;3;8215;2;8;26.4774227347595
2;2;8207;1;2;295.205128205128
2;7;8406;2;4;38.2234430314533
1;3;8330;1;2;10.1887831539162
2;2;8439;1;7;19.2976680352505
1;7;8207;1;8;215.011695791149
2;5;8218;1;2;117.636295722456
2;6;8336;1;7;9.3679918497525
1;2;8510;2;7;15.3400932715348
1;6;8420;2;5;58.710173106203
1;9;8218;1;8;96.7967100187466
2;5;8432;1;5;31.6666495541945
2;7;8437;1;7;38.2234430314533
