"W18A1";"W18A6";"W18B1";"W18B9";"W18B10";"W18D1";"W18E38";"weight_2018"
1;6;8212;1;2;8;-7;165.381712820244
1;12;8207;2;-7;6;1;408.914432160406
1;9;8215;1;5;7;1;35.4303168391754
1;6;8207;2;-7;8;1;447.89991344211
1;8;8218;1;4;7;2;145.735384696726
1;3;8510;1;2;8;1;17.494372926597
1;4;8212;2;-7;8;3;164.279462215597
2;11;8215;1;3;8;1;33.787238326761
1;11;8218;2;-7;6;1;160.0077634212
1;7;8229;2;-7;8;3;32.0334029629626
1;11;8218;2;-7;8;1;145.735384696726
1;8;8510;1;1;7;3;16.2285418585574
1;6;8212;2;-7;8;2;138.575872700505
1;7;8510;2;-7;1;-7;16.6461881369673
2;4;8401;2;-7;4;3;31.9602377550574
1;12;8218;2;-7;7;2;143.154874571557
1;9;8212;1;4;6;1;120.199506604871
1;11;8229;1;2;9;3;40.8896998424114
2;7;8510;2;-7;5;-7;16.2007734990058
1;6;8510;2;-7;7;2;16.6461881369673
1;10;8207;1;2;8;1;373.860811324546
1;12;8218;1;5;5;1;145.735384696726
1;4;8439;1;2;7;1;25.7821520854634
1;7;8215;1;4;8;1;35.8805219879624
2;5;8510;1;3;7;-7;19.5532706608277
1;4;8229;2;-7;9;1;34.0942209782288
1;5;8236;1;5;8;1;68.4112841587587
1;4;8510;1;3;7;1;17.494372926597
1;11;8345;2;-7;8;-7;80.1310400400267
2;10;8218;2;-7;3;1;137.855003809855
2;7;8236;1;2;8;-7;63.0115078339826
1;8;8229;1;3;8;1;31.5965860999322
1;4;8229;1;2;9;1;38.6180492681095
2;10;8425;1;1;7;3;122.087404139836
1;8;8337;2;-7;8;2;106.795807410619
2;1;8218;1;3;5;-7;142.095116353267
2;6;8207;2;-7;5;3;264.958256858071
1;11;8207;1;5;6;1;437.248976833521
1;5;8514;1;2;6;1;25.7821520854634
2;4;8236;1;5;9;1;63.0788998376644
2;5;8229;1;1;8;-7;45.0105208212093
1;6;8207;1;1;6;1;364.551812845204
1;8;8425;1;1;5;-7;25.8194982137825
1;6;8256;1;1;3;-7;364.551812845204
1;7;8510;2;-7;8;1;17.7730768620675
1;5;8212;2;-7;7;1;179.918280309355
2;8;8354;1;3;4;-7;74.0861310147463
1;5;8236;2;-7;8;1;59.4354547910541
1;10;8439;2;-7;6;2;26.9008831524086
1;9;8439;1;4;7;1;25.7821520854634
1;10;8229;1;4;8;1;32.1817080988778
2;4;8406;2;-7;6;2;31.9602377550574
2;12;8310;2;-7;2;4;104.676566691599
1;4;8313;1;4;8;1;106.795807410619
1;9;8236;1;2;7;-7;53.434760225776
1;9;8236;2;-7;4;1;77.2708539003396
2;7;8229;1;1;8;1;35.3225421988
1;7;8212;1;5;6;1;138.575872700505
2;11;8229;1;2;8;1;32.7349243898416
2;11;8231;1;3;2;1;274.762858202313
2;12;8229;1;2;4;4;33.341126728719
2;11;8218;2;-7;8;1;154.083966068582
2;8;8215;1;2;4;-7;33.787238326761
1;6;8207;1;4;9;1;364.551812845204
1;6;8423;1;2;8;1;28.3682040369577
2;8;8439;1;2;8;1;25.5285231069676
1;11;8439;2;-7;7;2;25.7821520854634
1;8;8207;2;-7;9;1;408.914432160406
1;6;8439;1;1;2;-7;25.7821520854634
1;8;8212;2;-7;6;2;137.193659106926
1;4;8229;1;4;5;1;43.4453056800541
1;11;8212;1;1;7;1;131.211937521916
1;4;8212;1;2;8;1;141.195454433612
2;8;8229;2;-7;8;-7;33.6813419667604
2;1;8229;1;4;9;1;45.0105208212093
1;6;8231;1;2;4;4;265.577226720543
1;6;8229;2;-7;4;1;34.0942209782288
1;6;8215;1;2;7;2;46.7534074736533
2;6;8212;1;4;8;1;167.979258657
1;3;8439;1;2;7;1;25.7821520854634
2;6;8423;1;2;8;2;25.5285231069676
1;10;8207;1;2;8;-7;373.860811324546
2;9;8201;1;2;7;4;140.339978451488
2;2;8439;1;2;8;1;28.089135067548
2;6;8438;1;3;8;3;31.9602377550574
2;9;8231;1;3;2;2;265.357290749673
1;9;8207;1;1;7;2;317.659513158926
2;10;8207;1;4;5;1;265.357290749673
1;6;8207;1;1;6;1;351.543194367243
1;8;8215;1;2;8;-7;38.7711184230461
1;11;8229;1;3;5;3;31.5965860999322
1;6;8218;1;5;7;1;147.557999322535
2;12;8212;1;2;6;1;139.348473033844
2;13;8207;1;4;8;1;239.42011175175
2;12;8215;1;4;7;1;33.787238326761
1;5;8423;1;4;9;1;25.7821520854634
1;10;8231;2;-7;4;3;350.575771543294
2;4;8510;2;-7;8;1;16.2007734990058
2;10;8218;1;5;5;1;154.083966068582
1;9;8207;1;2;9;1;352.07262738276
2;7;8401;2;-7;6;-7;63.0115078339826
1;11;8215;1;4;8;1;34.6321536841877
2;12;8215;1;4;7;1;33.787238326761
1;4;8215;1;2;7;1;46.7534074736533
1;6;8218;2;-7;6;1;150.776546284591
2;12;8207;2;-7;6;2;329.554741980749
2;4;8207;2;-7;4;1;274.762858202313
1;4;8218;1;4;6;4;145.735384696726
2;9;8510;1;2;8;1;17.0262627671209
2;11;8543;1;1;2;-7;15.7943024977442
2;10;8432;2;-7;8;1;43.2166569568887
1;12;8231;1;2;4;1;350.575771543294
1;11;8207;1;4;9;1;317.659513158926
1;5;8212;1;2;8;1;138.575872700505
2;8;8406;1;3;7;-7;31.9602377550574
2;4;8232;2;-7;8;3;33.1874785657354
2;5;8207;2;-7;8;1;33.1874785657354
1;7;8439;1;1;7;3;25.7821520854634
2;5;8207;1;1;9;1;264.958256858071
2;9;8212;1;2;8;1;133.27280033577
1;3;8229;2;-7;4;1;34.0942209782288
2;10;8207;1;1;7;-7;239.42011175175
2;5;8207;1;3;6;1;166.859695700096
2;4;8406;2;-7;7;-7;31.9602377550574
1;9;8207;2;-7;8;1;447.89991344211
2;6;8207;1;3;4;1;274.762858202313
2;5;8432;1;2;8;1;31.9602377550574
1;8;8313;2;-7;8;-7;128.606217084254
1;10;8236;2;-7;7;1;53.434760225776
1;8;8212;2;-7;8;1;141.195454433612
1;8;8215;1;2;3;-7;35.8805219879624
1;5;8510;1;4;7;1;17.494372926597
2;10;8439;2;-7;8;1;25.5655018470119
2;5;8423;1;1;8;1;25.5285231069676
2;9;8212;2;-7;7;2;139.348473033844
1;9;8312;1;1;1;2;80.1310400400267
2;7;8215;1;2;7;1;35.0051503799311
1;11;8423;2;-7;8;1;25.8194982137825
1;4;8424;2;-7;2;3;59.4354547910541
2;10;8218;1;1;7;1;178.562187813972
1;12;8510;2;-7;7;1;16.2285418585574
1;9;8207;2;-7;8;1;447.89991344211
1;9;8212;2;-7;8;2;137.193659106926
2;12;8406;2;-7;7;1;60.4810602683451
1;12;8207;1;4;9;1;408.914432160406
2;8;8218;1;2;9;2;142.095116353267
1;5;8215;1;1;7;1;46.7534074736533
1;7;8523;1;2;8;1;28.3682040369577
2;12;8998;1;1;8;1;60.4810602683451
1;5;8510;1;4;8;1;20.0908569046506
1;12;8439;1;2;8;1;25.8194982137825
1;3;8229;1;1;7;1;35.6474305415175
1;4;8236;2;-7;8;1;63.3555516634303
1;7;8405;1;4;5;1;59.3719553578297
2;8;8510;1;3;8;-7;17.0262627671209
2;9;8236;2;-7;8;3;67.2393020561023
2;7;8345;1;1;6;-7;74.0861310147463
1;4;8218;1;3;9;3;143.154874571557
1;4;8510;1;2;8;1;20.0908569046506
1;6;8510;1;4;8;1;17.494372926597
2;4;8510;1;2;8;-7;19.5532706608277
1;10;8207;2;-7;9;3;408.914432160406
1;8;8231;1;4;2;2;340.572614336266
2;9;8218;1;3;5;2;142.095116353267
2;9;8423;1;1;8;-7;28.089135067548
1;6;8215;1;2;2;-7;25.7821520854634
2;3;8309;2;-7;6;-7;74.0861310147463
2;9;8207;1;4;7;1;337.582357485572
1;6;8231;1;4;3;4;324.133316221888
2;9;8406;2;-7;2;-7;43.2166569568887
1;4;8207;2;-7;8;1;447.89991344211
1;4;8212;2;-7;8;1;164.279462215597
1;4;8218;2;-7;8;1;181.630434135561
2;8;8510;1;3;8;1;17.0262627671209
1;7;8218;2;-7;5;2;143.154874571557
1;11;8215;1;4;8;1;35.4303168391754
2;10;8231;1;3;5;2;239.42011175175
2;12;8207;1;4;9;1;265.357290749673
2;5;8218;2;-7;8;2;137.855003809855
1;5;8212;1;2;8;1;141.195454433612
1;4;8510;1;4;8;1;20.0908569046506
2;8;8212;1;2;8;1;133.27280033577
1;1;8218;2;-7;5;2;150.776546284591
2;9;8212;1;4;5;3;340.572614336266
1;5;8424;1;2;7;1;59.4354547910541
2;5;8236;1;1;9;1;69.8454765969629
2;10;8231;2;-7;7;1;329.554741980749
1;1;8218;2;-7;9;1;172.316052767439
1;6;8510;1;2;8;1;17.494372926597
1;9;8215;1;1;7;2;35.4303168391754
2;9;8207;2;-7;8;1;264.958256858071
1;4;8236;1;2;8;1;63.3555516634303
2;5;8218;1;3;4;1;142.095116353267
1;7;8407;1;4;2;1;37.9343667824311
2;11;8229;2;-7;8;1;33.341126728719
2;7;8336;1;3;5;3;74.0861310147463
1;11;8207;2;-7;7;1;408.914432160406
1;12;8215;1;2;7;-7;34.6321536841877
1;4;8229;2;-7;8;1;34.0942209782288
2;11;8236;1;2;5;4;56.7103574790626
1;11;8423;1;1;3;-7;25.8194982137825
1;10;8229;2;-7;8;1;32.1817080988778
1;1;8231;1;2;3;1;324.133316221888
2;12;8439;1;2;7;3;25.5655018470119
2;6;8423;2;-7;9;-7;29.6252596461835
2;4;8236;2;-7;7;1;67.2393020561023
1;11;8215;1;2;8;1;37.5257612419977
1;10;8218;2;-7;6;2;160.0077634212
2;5;8215;1;2;3;-7;35.0051503799311
2;7;8439;1;2;8;1;25.5285231069676
1;8;8229;1;1;5;1;32.0334029629626
1;4;8212;1;2;8;4;165.381712820244
1;5;8212;1;1;8;1;164.279462215597
2;11;8207;1;2;6;1;274.762858202313
2;6;8439;2;-7;8;1;29.6252596461835
1;6;8236;2;-7;7;1;59.4354547910541
2;3;8218;1;5;5;3;142.095116353267
2;5;8510;1;1;8;1;17.0262627671209
2;7;8207;1;1;5;4;274.762858202313
1;6;8218;2;-7;2;1;147.557999322535
1;11;8229;2;-7;4;4;32.1817080988778
2;3;8212;1;1;6;1;166.859695700096
2;5;8510;1;3;7;-7;17.2975092107323
1;9;8401;2;-7;2;2;42.0178939775888
2;4;8337;1;1;7;4;74.0861310147463
1;4;8415;1;4;8;1;25.7821520854634
1;5;8236;1;2;8;1;63.3555516634303
1;4;8215;1;2;3;3;45.7793779605382
2;6;8236;1;3;4;4;63.0115078339826
2;4;8236;2;-7;6;-7;67.2393020561023
1;12;8439;1;2;7;1;26.9008831524086
1;4;8236;1;3;2;2;65.8111932408763
1;8;8229;1;5;8;1;38.6180492681095
1;6;8218;2;-7;5;1;147.557999322535
1;3;8432;1;1;8;-7;31.0737103712154
2;11;8510;1;1;7;-7;15.7943024977442
2;5;8231;2;-7;3;1;274.762858202313
2;4;8212;1;3;8;1;167.979258657
2;4;8229;1;2;3;1;40.009351607687
2;9;8229;1;3;8;1;33.341126728719
1;12;8207;1;4;7;2;373.860811324546
1;6;8401;1;2;8;1;37.9343667824311
2;5;8510;2;-7;9;1;17.2975092107323
1;9;8215;2;-7;9;1;35.4303168391754
2;6;8212;1;1;5;-7;166.859695700096
2;7;8207;1;1;8;1;33.1874785657354
1;9;8354;1;1;6;3;128.606217084254
2;6;8231;1;3;2;-7;274.762858202313
1;6;8218;1;4;5;1;147.557999322535
1;9;8215;1;2;7;1;50.0929365431336
1;5;8218;1;2;7;1;185.427056641267
2;9;8425;1;4;8;2;62.5482270508295
1;5;8310;2;-7;6;-7;80.1310400400267
1;6;8215;1;5;8;1;45.7793779605382
1;3;8236;1;5;2;2;59.3719553578297
2;8;8236;1;4;8;1;82.007624416865
1;9;8330;1;2;3;1;80.1310400400267
2;4;8264;1;2;8;2;25.5285231069676
1;12;8207;1;2;9;1;437.248976833521
2;9;8229;1;1;4;-7;32.7349243898416
2;4;8218;1;3;9;1;142.095116353267
2;9;8401;1;3;8;1;31.9602377550574
1;12;8207;1;2;6;1;408.914432160406
1;8;8312;2;-7;5;4;80.1310400400267
2;9;8438;1;3;8;4;56.7103574790626
1;8;8232;1;1;3;1;364.551812845204
1;9;8229;2;-7;9;1;32.1817080988778
1;4;8212;2;-7;5;2;138.575872700505
2;5;8439;1;3;8;4;25.5285231069676
1;7;8207;2;-7;8;1;364.551812845204
2;6;8510;1;3;8;1;17.0262627671209
1;7;8215;1;2;7;1;38.7711184230461
1;4;8336;1;1;7;-7;80.1310400400267
1;5;8510;1;2;9;1;17.7730768620675
1;7;8215;1;5;7;1;38.7711184230461
1;11;8229;1;2;8;1;32.1817080988778
2;6;8218;1;3;4;1;142.095116353267
2;6;8212;2;-7;9;1;166.859695700096
2;5;8207;1;3;2;1;417.896922330327
2;8;8215;1;1;8;-7;44.6625054770934
1;5;8439;2;-7;7;1;28.3682040369577
1;6;8207;2;-7;8;1;364.551812845204
1;7;8310;1;1;7;3;80.1310400400267
1;9;8215;1;2;7;1;37.5257612419977
1;4;8215;1;2;7;1;46.7534074736533
2;10;8406;1;2;6;-7;39.016627463231
1;10;8207;1;3;8;1;352.07262738276
1;7;8354;1;2;4;1;80.1310400400267
2;9;8406;1;4;8;1;60.4810602683451
1;10;8207;1;3;4;1;317.659513158926
1;6;8438;1;1;8;-7;34.0484073094498
1;11;8354;2;-7;6;4;113.217440861469
1;6;8215;1;2;7;1;38.7711184230461
2;5;8406;2;-7;9;1;60.4810602683451
2;9;8212;1;4;3;1;139.348473033844
2;7;8236;2;-7;8;1;67.2393020561023
2;8;8423;1;2;8;1;28.089135067548
1;11;8212;1;2;7;1;131.211937521916
1;4;8236;1;5;8;1;68.4112841587587
2;4;8212;1;2;8;1;143.413122025624
2;4;8229;1;3;7;1;33.6813419667604
2;5;8212;1;1;4;4;140.752396181062
1;9;8423;1;5;8;2;29.9195901999037
2;7;8215;1;1;8;3;45.6127717411273
1;10;8407;1;2;4;3;58.803409540506
1;8;8236;2;-7;2;1;66.0076445491317
2;10;8218;1;5;8;1;142.095116353267
2;12;8229;1;1;5;2;49.8817891836487
2;5;8337;2;-7;4;1;118.904447558095
2;13;8401;1;3;2;-7;43.2166569568887
2;4;8229;2;-7;8;1;33.1874785657354
2;9;8406;1;1;8;2;31.9602377550574
2;3;8215;2;-7;7;1;45.6127717411273
1;7;8218;2;-7;9;1;150.776546284591
2;6;8406;1;2;8;1;31.9602377550574
2;10;8601;1;2;7;-7;36.6102509834784
2;11;8207;1;3;8;1;265.357290749673
1;5;8229;1;4;6;1;32.0334029629626
2;3;8406;1;1;7;2;31.9602377550574
2;8;8229;1;2;4;-7;40.009351607687
1;12;8439;1;2;7;1;25.8194982137825
1;5;8212;2;-7;8;1;138.575872700505
1;9;8207;1;3;8;2;352.07262738276
1;5;8236;1;1;9;1;59.3719553578297
1;5;8218;2;-7;8;1;150.776546284591
2;7;8229;2;-7;8;1;33.6813419667604
2;11;8207;2;-7;3;1;140.339978451488
1;9;8207;1;4;9;2;437.248976833521
2;6;8510;1;3;8;-7;17.0262627671209
2;9;8236;1;2;8;-7;56.7103574790626
2;3;8405;1;3;7;3;31.9602377550574
1;5;8432;1;5;4;4;59.3719553578297
2;8;8439;1;1;7;-7;25.5655018470119
2;8;8427;1;2;8;-7;33.787238326761
1;7;8998;1;3;8;1;45.7793779605382
2;7;8432;1;3;3;2;63.0115078339826
1;3;8218;2;-7;7;1;181.630434135561
1;5;8212;1;5;8;1;164.279462215597
2;11;8207;2;-7;8;1;337.582357485572
1;6;8231;2;-7;8;3;283.74559098134
2;6;8439;1;3;8;1;29.6252596461835
2;9;8250;1;2;3;-7;36.6102509834784
1;11;8310;2;-7;3;1;128.606217084254
1;12;8215;1;1;9;-7;35.4303168391754
2;4;8438;2;-7;8;-7;34.0484073094498
2;6;8510;1;2;7;-7;17.2975092107323
2;5;8336;1;1;7;-7;74.0861310147463
1;4;8236;1;2;4;-7;59.3719553578297
2;4;8229;1;3;8;3;32.7349243898416
1;4;8439;1;2;8;1;25.7821520854634
1;11;8510;2;-7;7;1;17.494372926597
2;6;8218;1;3;1;-7;142.095116353267
2;4;8510;1;1;8;1;17.0262627671209
1;5;8229;1;5;8;1;32.5100925464258
2;8;8214;2;-7;9;-7;48.8708268305858
2;12;8401;1;1;7;4;43.2166569568887
1;7;8229;1;5;8;2;34.0942209782288
2;6;8212;2;-7;7;1;143.413122025624
1;5;8218;1;4;8;1;191.46228085271
1;13;8207;2;-7;4;1;31.5965860999322
1;11;8423;2;-7;8;1;25.8194982137825
1;6;8229;1;3;8;2;34.0942209782288
1;13;8212;2;-7;9;1;120.199506604871
1;10;8207;1;4;5;1;317.659513158926
2;10;8330;1;3;4;1;98.7393671128755
1;11;8215;2;-7;7;3;46.7534074736533
2;9;8510;1;1;8;1;17.2975092107323
1;8;8215;1;4;8;1;38.7711184230461
1;6;8236;2;-7;6;2;59.4354547910541
2;11;8405;1;1;5;1;31.9602377550574
2;6;8423;2;-7;7;-7;29.6252596461835
1;3;8510;1;3;8;1;17.494372926597
1;4;8212;2;-7;8;1;164.279462215597
1;4;8207;2;-7;8;2;447.89991344211
1;7;8236;2;-7;6;1;63.3555516634303
2;6;8336;1;1;7;-7;74.0861310147463
1;10;8207;1;2;6;1;364.551812845204
1;9;8231;1;4;6;1;340.572614336266
1;8;8439;1;4;8;1;28.3682040369577
1;8;8212;2;-7;9;2;164.279462215597
2;10;8229;2;-7;8;3;32.7349243898416
2;6;8231;1;2;6;2;264.958256858071
2;5;8218;2;-7;5;1;142.095116353267
1;9;8212;1;2;8;1;120.199506604871
1;8;8207;1;5;8;1;364.551812845204
1;6;8232;1;4;8;1;25.7821520854634
2;7;8335;1;2;6;2;98.7393671128755
1;11;8439;1;2;8;1;25.8194982137825
1;4;8212;1;5;5;3;164.279462215597
2;7;8406;1;3;5;-7;31.9602377550574
1;9;8354;2;-7;3;1;128.606217084254
1;10;8439;2;-7;7;-7;29.9195901999037
1;6;8354;1;3;4;-7;80.1310400400267
2;11;8539;1;2;7;1;48.8708268305858
1;8;8229;1;2;9;-7;40.8896998424114
1;8;8510;1;2;8;2;17.494372926597
1;10;8207;2;-7;4;1;352.07262738276
2;4;8229;1;2;9;1;49.8817891836487
1;6;8218;1;4;9;1;147.557999322535
1;7;8207;2;-7;5;2;447.89991344211
1;9;8212;1;1;8;1;137.193659106926
1;4;8248;2;-7;4;3;48.1471784687829
2;7;8212;2;-7;8;1;166.859695700096
2;8;8432;1;1;7;-7;43.2166569568887
1;6;8406;2;-7;9;1;58.803409540506
2;11;8264;1;2;4;1;281.779054361708
1;5;8236;2;-7;8;1;63.3555516634303
2;9;8229;1;2;6;1;32.7349243898416
2;5;8207;1;2;8;2;274.762858202313
2;4;8218;1;5;7;1;137.855003809855
2;3;8998;1;3;4;3;63.0788998376644
2;4;8423;2;-7;8;-7;29.6252596461835
2;11;8439;1;2;8;1;25.5655018470119
1;6;8439;1;2;9;1;25.8194982137825
2;4;8236;1;3;8;-7;63.0788998376644
2;3;8236;1;4;8;1;67.2393020561023
1;5;8236;1;3;2;1;66.0076445491317
2;10;8230;1;2;9;2;34.5659288173129
1;5;8212;2;-7;8;1;163.429155491523
1;11;8207;1;4;4;-7;317.659513158926
2;4;8229;2;-7;5;1;33.6813419667604
1;9;8424;1;2;7;4;37.9343667824311
1;6;8207;1;3;9;1;364.551812845204
2;10;8509;1;3;9;-7;33.787238326761
2;5;8214;1;3;7;-7;48.8708268305858
2;6;8207;1;5;8;1;337.582357485572
2;3;8229;1;1;5;-7;33.1874785657354
2;4;8212;1;3;8;2;167.979258657
2;5;8215;1;4;8;-7;44.6625054770934
1;5;8215;1;2;8;1;38.7711184230461
1;11;8510;1;2;8;1;20.0908569046506
1;5;8212;1;2;9;1;165.381712820244
2;7;8423;2;-7;8;1;25.5285231069676
1;6;8231;1;5;2;2;265.577226720543
2;8;8215;1;1;7;2;48.8708268305858
2;4;8215;2;-7;7;1;45.6127717411273
1;1;8218;2;-7;7;1;160.0077634212
1;11;8410;1;2;5;3;66.0076445491317
1;8;8407;2;-7;6;3;58.803409540506
2;6;8229;1;1;1;-7;33.1874785657354
1;12;8310;2;-7;2;2;135.274687229983
2;13;8406;1;2;3;2;39.016627463231
2;4;8236;1;3;5;-7;70.0539705411917
1;7;8207;1;5;9;1;373.860811324546
2;3;8218;2;-7;2;3;137.855003809855
1;4;8424;1;4;8;1;58.803409540506
2;6;8207;1;1;8;1;337.582357485572
1;13;8439;1;2;7;1;25.8194982137825
2;8;8207;1;3;5;-7;264.958256858071
1;5;8212;1;2;6;-7;177.136115512878
1;11;8423;2;-7;7;1;26.9008831524086
2;5;8406;2;-7;4;-7;39.016627463231
1;4;8336;1;1;5;3;80.1310400400267
2;4;8236;1;2;8;2;69.8454765969629
1;6;8218;2;-7;5;1;172.316052767439
1;7;8212;1;2;8;1;141.195454433612
2;9;8215;1;2;7;1;33.787238326761
2;6;8439;2;-7;8;2;29.6252596461835
1;12;8510;1;4;7;2;16.2285418585574
1;7;8212;1;1;8;1;138.575872700505
2;2;8407;1;1;4;-7;43.2166569568887
2;5;8212;2;-7;7;-7;140.752396181062
1;6;8510;2;-7;9;1;17.7730768620675
2;13;8406;1;3;5;-7;43.2166569568887
1;9;8410;1;1;5;3;37.9343667824311
2;3;8439;2;-7;7;3;28.089135067548
1;5;8218;1;3;8;-7;147.557999322535
1;6;8207;1;5;8;1;364.551812845204
2;9;8406;1;1;2;-7;43.2166569568887
1;7;8229;1;1;5;1;32.5100925464258
2;5;8231;2;-7;4;4;201.46632185623
1;6;8207;1;4;8;2;364.551812845204
2;9;8236;2;-7;8;1;82.007624416865
2;1;8405;1;1;2;1;39.016627463231
2;9;8229;1;1;8;1;36.9317096403403
2;5;8401;1;3;7;-7;39.016627463231
2;7;8439;1;1;6;-7;25.5285231069676
2;1;8218;1;2;7;1;178.562187813972
1;1;8218;1;2;9;1;185.427056641267
2;7;8236;2;-7;6;-7;70.0539705411917
2;6;8510;1;1;8;-7;17.2975092107323
2;4;8218;1;3;5;4;306.344490690134
1;4;8215;1;2;8;1;50.0929365431336
1;9;8218;1;2;4;1;145.735384696726
1;8;8215;2;-7;3;1;46.7534074736533
1;4;8229;1;5;8;1;35.6474305415175
2;5;8510;1;1;8;2;17.0262627671209
1;7;8510;1;2;8;1;17.7730768620675
2;6;8231;1;3;2;2;274.762858202313
1;7;8310;1;5;8;1;106.795807410619
2;12;8406;2;-7;3;-7;60.4810602683451
2;6;8236;1;2;5;1;70.0539705411917
2;3;8423;1;2;7;1;28.089135067548
2;7;8212;2;-7;8;1;166.859695700096
2;6;8212;1;3;7;1;166.859695700096
2;6;8231;1;2;3;4;274.762858202313
2;6;8229;1;1;4;1;40.009351607687
1;8;8424;2;-7;5;1;59.3719553578297
1;8;8229;2;-7;6;1;32.1817080988778
1;9;8215;1;1;8;-7;37.5257612419977
2;11;8215;1;1;8;-7;34.5659288173129
2;5;8218;2;-7;8;1;154.083966068582
2;10;8231;1;3;2;1;239.42011175175
2;10;8410;1;2;7;-7;43.2166569568887
2;1;8218;1;3;7;-7;178.562187813972
2;8;8345;1;1;3;1;74.0861310147463
2;7;8236;1;1;9;3;63.0115078339826
2;8;8207;1;4;9;1;265.357290749673
2;9;8207;1;2;9;1;239.42011175175
1;10;8212;1;2;8;1;131.211937521916
1;7;8218;2;-7;5;2;191.46228085271
1;5;8218;1;5;7;1;185.427056641267
1;6;8432;1;1;6;1;31.0737103712154
1;7;8236;1;4;2;1;66.0076445491317
1;4;8236;1;2;8;1;66.0076445491317
1;11;8218;1;2;7;1;145.735384696726
1;5;8218;2;-7;8;1;46.7534074736533
1;7;8207;1;2;8;1;364.551812845204
2;10;8236;1;2;6;1;70.0539705411917
1;5;8439;1;2;7;2;25.7821520854634
2;11;8432;2;-7;7;1;60.4810602683451
2;12;8215;1;3;3;-7;36.6102509834784
2;5;8406;1;2;8;-7;31.9602377550574
2;8;8212;1;4;8;1;133.27280033577
1;6;8231;1;4;3;1;201.46632185623
1;5;8212;1;2;7;1;165.381712820244
2;10;8236;1;3;8;1;56.7103574790626
2;5;8229;2;-7;8;1;35.3225421988
2;4;8439;1;4;9;1;28.089135067548
1;6;8231;2;-7;7;1;283.74559098134
1;7;8229;1;2;7;2;34.0942209782288
2;5;8207;1;2;8;1;274.762858202313
1;7;8423;1;2;7;1;28.3682040369577
2;6;8236;1;4;9;1;67.2393020561023
1;7;8229;1;1;7;1;32.5100925464258
1;4;8607;1;2;6;-7;46.7534074736533
2;6;8218;2;-7;7;1;137.855003809855
1;12;8207;2;-7;3;2;408.914432160406
1;4;8207;2;-7;4;2;447.89991344211
1;3;8310;1;3;8;1;80.1310400400267
1;4;8207;2;-7;9;1;447.89991344211
2;3;8218;1;1;7;4;178.562187813972
2;6;8229;2;-7;6;1;45.0105208212093
2;11;8207;1;2;8;1;265.357290749673
1;13;8229;1;5;4;1;32.1817080988778
1;6;8229;2;-7;8;1;34.0942209782288
1;8;8215;1;2;8;1;35.8805219879624
2;3;8424;1;1;7;4;31.9602377550574
1;8;8215;1;2;9;1;38.7711184230461
1;9;8229;1;2;8;1;31.5965860999322
2;4;8437;2;-7;7;2;60.4810602683451
2;5;8212;2;-7;8;1;166.859695700096
1;6;8229;2;-7;4;2;32.5100925464258
2;5;8215;1;4;8;1;45.6127717411273
2;12;8207;1;3;4;1;265.357290749673
2;10;8212;2;-7;8;1;139.348473033844
1;8;8207;2;-7;8;1;447.89991344211
2;5;8229;1;1;5;3;35.3225421988
1;12;8207;2;-7;6;2;317.659513158926
1;11;8207;2;-7;7;1;317.659513158926
1;7;8207;1;2;9;1;364.551812845204
2;3;8231;2;-7;6;1;262.253115003588
2;8;8510;1;3;2;-7;17.0262627671209
2;7;8406;1;2;7;-7;39.016627463231
1;4;8510;1;4;7;1;20.0908569046506
1;10;8231;1;2;8;2;340.572614336266
2;3;8215;1;2;8;-7;44.6625054770934
2;5;8424;2;-7;6;1;31.9602377550574
1;6;8231;2;-7;4;2;213.814257988535
1;5;8218;1;2;8;1;147.557999322535
2;8;8212;1;2;6;3;167.979258657
2;8;8218;1;4;8;1;142.095116353267
1;10;8207;1;2;9;1;317.659513158926
1;7;8439;1;2;7;1;28.3682040369577
1;13;8215;1;2;6;4;37.5257612419977
1;3;8510;2;-7;7;1;20.0908569046506
1;4;8510;1;4;8;1;20.0908569046506
2;9;-9;2;-7;3;2;82.007624416865
2;9;8229;1;3;8;2;33.341126728719
1;4;8510;1;4;7;1;20.0908569046506
2;11;8215;1;2;9;2;36.6102509834784
1;8;8229;1;4;9;1;31.5965860999322
1;13;8406;2;-7;8;1;42.0178939775888
1;12;8510;1;2;7;1;17.494372926597
1;11;8207;2;-7;8;1;408.914432160406
2;8;8354;2;-7;5;1;74.0861310147463
2;4;8236;1;3;7;1;72.6049553484002
2;10;8407;1;3;8;1;43.2166569568887
2;3;8424;1;1;7;-7;60.4810602683451
2;4;8236;2;-7;2;-7;63.0115078339826
1;7;8423;1;1;7;-7;25.7821520854634
1;9;8218;2;-7;9;2;160.0077634212
2;9;8218;1;4;5;1;154.083966068582
2;10;8229;1;2;8;-7;32.7349243898416
1;12;8215;2;-7;7;1;37.5257612419977
2;12;8439;1;2;8;4;122.087404139836
1;5;8229;1;5;8;1;32.1817080988778
2;7;8212;1;1;8;-7;166.859695700096
2;10;8229;1;3;9;1;33.341126728719
1;9;8439;2;-7;8;1;28.3682040369577
1;4;8523;1;3;8;-7;165.381712820244
1;11;8229;1;2;6;1;31.5965860999322
2;8;8439;1;3;7;1;29.6252596461835
2;6;8231;2;-7;2;-7;274.762858202313
2;12;8509;1;2;5;1;25.5655018470119
1;8;8432;1;4;6;1;58.9354337299395
