"W18A1";"W18A6";"W18B1";"W18B9";"W18B10";"W18D1";"W18E38";"weight_2018"
2;2;8230;1;3;8;-9;44.9539390118513
2;8;8264;1;1;4;4;34.8177939401247
2;6;8230;1;3;7;1;40.5738115689352
1;4;8230;1;5;8;1;63.079528228738
1;8;8231;2;-7;3;4;283.74559098134
1;3;8407;1;1;3;4;37.9343667824311
2;4;8230;1;3;8;-7;44.9539390118513
1;7;8227;2;-7;7;1;75.1970405436977
1;11;8215;1;1;8;2;34.6321536841877
2;9;8207;2;-7;3;2;329.554741980749
1;12;8214;1;5;4;1;75.1970405436977
2;7;8507;1;1;7;3;68.0087227674069
2;9;8229;1;2;7;1;32.7349243898416
2;5;8421;1;1;2;2;34.8177939401247
2;11;8234;1;2;8;1;55.3912129575918
2;4;8508;1;1;8;2;80.2954390535469
1;8;8232;1;2;5;3;158.481972351332
2;2;8207;2;-7;4;-7;417.896922330327
2;7;8231;2;-7;5;4;247.107798011977
1;5;8215;1;2;7;1;45.7793779605382
1;2;8212;1;5;8;1;165.381712820244
2;8;8207;1;3;8;2;308.198983468715
1;1;8261;1;5;9;1;141.164197916935
2;1;8230;1;2;5;4;96.5867491005872
1;4;8218;1;3;2;2;147.557999322535
2;2;8214;1;3;8;2;59.01370611404
2;7;8231;1;2;7;1;247.107798011977
1;10;8218;2;-7;4;2;160.0077634212
1;1;8218;1;1;3;1;181.630434135561
2;12;8229;2;-7;7;1;33.341126728719
2;6;8240;1;2;6;-7;129.259026138274
1;5;8362;1;5;1;-7;128.606217084254
2;12;8406;1;2;5;4;39.016627463231
2;5;8230;2;-7;8;4;44.9539390118513
1;11;8362;1;4;1;4;135.274687229983
2;1;8409;1;1;8;1;34.8177939401247
1;3;8229;2;-7;5;1;34.0942209782288
1;6;8427;2;-7;8;1;34.4831869703515
1;4;8409;1;1;2;-7;31.8767383268424
2;11;8218;2;-7;8;3;140.339978451488
2;8;8348;2;-7;7;1;25.5285231069676
1;6;8230;2;-7;8;2;62.0282027227221
1;2;8510;1;2;8;1;20.0908569046506
2;7;8230;1;1;9;-7;29.2421688446292
2;4;8534;1;2;3;3;80.2954390535469
1;6;8256;2;-7;5;4;152.753311976989
1;6;8218;2;-7;9;1;143.154874571557
1;9;8432;2;-7;2;-7;58.9354337299395
2;8;8232;1;2;5;4;129.259026138274
2;5;8256;1;1;1;2;176.148623127717
2;3;8510;1;3;8;-7;17.0262627671209
2;3;8265;2;-7;8;1;37.9612951612988
1;11;8239;1;2;5;3;208.353028033726
1;3;8264;1;2;8;-7;31.8767383268424
1;2;8439;1;2;6;-7;28.3682040369577
2;7;8510;1;3;6;1;17.0262627671209
2;9;8546;1;1;2;2;68.0087227674069
1;4;8512;1;2;7;3;108.505626540852
2;10;8406;2;-7;3;1;43.2166569568887
1;2;8239;1;3;5;2;152.753311976989
1;3;8212;1;1;4;2;138.575872700505
1;3;8230;1;3;8;-7;62.0282027227221
1;4;8323;2;-7;8;3;80.1310400400267
1;3;8229;2;-7;8;1;32.0334029629626
2;6;8545;1;2;1;2;80.2954390535469
1;13;8256;2;-7;2;2;208.353028033726
2;2;8264;2;-7;8;-7;37.9612951612988
2;9;8229;1;1;4;-7;32.7349243898416
2;2;8601;1;2;7;-7;34.8177939401247
2;6;8601;1;3;3;-7;34.8177939401247
2;2;8255;2;-7;2;-7;176.148623127717
2;4;8264;1;5;8;1;37.9612951612988
2;2;8510;1;3;8;-7;17.2975092107323
1;3;8232;1;4;7;1;164.603162774219
1;5;8427;1;1;5;2;31.8767383268424
1;1;8205;1;5;2;1;208.353028033726
2;6;8264;1;3;4;3;34.8177939401247
2;7;8205;1;1;3;1;176.148623127717
1;2;8408;2;-7;3;-7;31.8767383268424
2;5;8510;2;-7;8;1;16.2007734990058
1;12;8340;1;2;8;2;80.1310400400267
2;3;8510;1;1;8;-7;17.0262627671209
1;8;8423;1;2;8;1;25.8194982137825
2;3;8406;1;1;2;-7;31.9602377550574
2;4;8352;1;1;2;1;74.0861310147463
2;13;8406;2;-7;7;3;60.4810602683451
2;10;8250;1;4;9;1;195.475190764185
1;5;8508;1;3;1;1;108.505626540852
1;3;8236;1;5;8;-7;63.3555516634303
2;2;8439;1;2;8;-7;28.089135067548
2;3;8425;1;2;6;-7;34.8177939401247
2;5;8218;2;-7;8;1;178.562187813972
2;1;8424;1;2;8;1;167.979258657
1;2;8510;1;4;9;2;20.0908569046506
1;5;8218;2;-7;4;3;318.121982724131
2;2;8313;1;1;3;-7;74.0861310147463
1;3;8352;2;-7;1;3;199.919691256252
2;5;8264;1;1;8;-7;34.8177939401247
2;7;8440;1;1;2;-7;34.8177939401247
2;1;8510;1;3;7;-7;19.5532706608277
1;12;8212;2;-7;6;2;137.193659106926
1;7;8543;1;2;2;-7;108.505626540852
2;6;8265;1;3;8;1;34.8177939401247
2;9;8563;2;-7;5;-7;265.357290749673
1;11;8357;2;-7;3;1;32.0334029629626
1;9;8510;1;4;9;1;17.494372926597
1;4;8439;1;2;9;1;25.7821520854634
1;2;8212;1;1;6;1;177.136115512878
2;12;8214;1;2;7;1;56.5497629605425
1;9;8212;2;-7;6;1;131.211937521916
1;1;8218;2;-7;8;1;150.776546284591
1;8;8230;2;-7;4;1;63.079528228738
1;9;8240;1;4;8;1;111.671202986618
2;2;8265;1;1;8;-7;34.8177939401247
1;6;8255;1;2;2;2;194.18723012049
1;8;8506;1;4;2;-7;108.505626540852
2;2;8427;1;1;7;-7;34.8177939401247
2;6;8406;2;-7;7;2;62.5287377338575
1;5;8212;2;-7;9;1;164.279462215597
1;8;8230;1;5;4;1;62.0282027227221
1;3;8601;1;2;8;2;31.8767383268424
2;2;8510;1;1;8;-7;17.0262627671209
2;11;8212;2;-7;5;2;139.348473033844
1;4;8236;1;2;7;1;63.3555516634303
1;4;8218;2;-7;9;1;143.154874571557
1;4;8406;2;-7;7;2;37.9343667824311
2;9;8506;1;1;2;-7;80.2954390535469
2;3;8331;1;1;2;4;74.0861310147463
1;2;8427;2;-7;8;1;40.9677510533507
1;7;8231;2;-7;7;1;350.575771543294
2;7;8232;2;-7;5;4;122.748367310052
1;10;8207;2;-7;8;1;317.659513158926
2;4;8542;1;1;5;-7;80.2954390535469
1;5;8362;2;-7;3;-7;128.606217084254
1;7;8439;1;2;7;1;62.0282027227221
2;2;8424;1;1;5;1;39.016627463231
2;3;8302;1;1;3;1;74.0861310147463
2;6;8427;1;2;4;-7;37.6647223446157
1;5;8212;2;-7;8;1;164.279462215597
2;8;8264;2;-7;8;-7;34.8177939401247
1;4;8207;1;4;6;1;364.551812845204
2;6;8248;2;-7;4;1;163.785306260781
1;6;8409;1;3;5;-7;31.8767383268424
2;9;8438;1;3;8;1;31.9602377550574
1;7;8231;1;3;7;1;453.524185562264
1;12;8231;1;2;4;-7;350.575771543294
2;3;8508;1;2;7;2;80.2954390535469
1;10;8349;1;1;8;1;64.7872498099862
1;6;8229;1;2;5;2;31.5965860999322
2;2;8409;1;1;5;3;34.8177939401247
1;12;8207;2;-7;8;3;31.5965860999322
1;6;8439;1;5;8;3;28.3682040369577
1;5;8264;2;-7;7;1;46.7534074736533
2;7;8406;1;1;5;2;39.016627463231
2;7;8265;2;-7;8;1;34.5659288173129
2;10;8439;1;3;8;2;25.5655018470119
2;1;8439;1;2;7;-7;25.5285231069676
2;7;8525;1;1;5;-7;68.0087227674069
2;3;8424;1;2;8;-7;39.016627463231
2;7;8264;1;1;8;1;37.6647223446157
1;4;8264;1;2;9;1;31.8767383268424
1;6;8207;1;5;8;1;317.659513158926
2;7;8231;1;2;2;1;325.742799552737
1;1;8236;1;4;8;1;66.0076445491317
1;9;8207;1;2;8;1;317.659513158926
1;9;8543;1;3;1;1;108.505626540852
2;11;8264;1;3;8;2;37.6647223446157
1;1;8508;2;-7;8;1;129.987256497403
2;2;8207;1;3;8;2;337.582357485572
1;10;8607;1;2;7;1;31.8767383268424
1;5;8421;1;1;1;1;31.8767383268424
2;5;8207;1;1;6;3;274.762858202313
1;2;8215;1;3;9;1;46.7534074736533
2;6;8265;2;-7;2;1;34.8177939401247
1;3;8229;1;4;8;2;43.4453056800541
1;13;8239;1;2;8;1;31.5965860999322
1;8;8231;1;4;3;3;265.577226720543
1;11;8204;2;-7;8;1;68.9306204983896
2;4;8401;1;2;6;-7;31.9602377550574
1;7;8408;1;2;8;1;31.8767383268424
1;11;8523;2;-7;8;1;91.9022196167268
2;10;8206;2;-7;6;-7;59.01370611404
2;6;8218;1;1;7;-7;137.855003809855
1;2;8230;1;4;6;4;62.0282027227221
1;6;8236;1;1;7;3;77.2708539003396
2;2;8264;1;2;8;1;34.8177939401247
1;2;8236;1;2;2;1;65.8111932408763
1;4;8218;2;-7;2;3;150.776546284591
1;2;8438;1;3;7;4;31.0737103712154
2;7;8518;1;1;4;-7;68.0087227674069
2;7;8424;1;1;8;-7;43.2166569568887
2;2;8227;2;-7;7;1;62.5287377338575
2;6;8215;1;2;7;-7;48.8708268305858
2;8;8264;2;-7;8;-7;34.8177939401247
2;10;8439;2;-7;8;1;26.636248784728
2;2;8410;2;-7;6;-7;31.9602377550574
1;11;8236;2;-7;8;1;77.2708539003396
1;10;8439;1;1;7;-7;25.8194982137825
2;9;8423;2;-7;7;2;26.636248784728
2;5;8215;1;2;5;2;44.6625054770934
2;3;8439;1;2;5;-7;28.089135067548
2;1;8427;2;-7;7;1;44.7475742260857
1;12;8998;2;-7;3;2;108.505626540852
1;6;8212;2;-7;8;3;164.279462215597
2;4;8216;2;-7;8;1;62.5287377338575
1;5;8359;1;2;9;1;80.1310400400267
1;13;8510;2;-7;8;1;16.2285418585574
2;4;8432;1;3;6;-7;31.9602377550574
1;2;8523;2;-7;5;1;28.3682040369577
2;2;8212;2;-7;8;1;166.859695700096
2;7;8227;1;3;7;1;55.3912129575918
1;7;8222;1;1;6;1;75.1970405436977
1;5;8224;2;-7;8;1;71.6371694553902
2;4;8236;2;-7;6;4;63.0788998376644
1;3;8218;2;-7;7;1;150.776546284591
2;9;8212;2;-7;8;1;139.348473033844
1;3;8998;1;1;1;3;152.753311976989
1;10;8423;1;2;7;2;25.8194982137825
1;6;8236;2;-7;2;1;59.3719553578297
2;9;8438;1;4;5;-7;43.2166569568887
2;10;8227;1;2;4;2;56.5497629605425
2;2;8201;1;3;5;-7;163.785306260781
2;7;8207;1;2;8;1;265.357290749673
1;4;8239;1;2;8;1;152.753311976989
1;10;8231;1;2;2;3;340.572614336266
2;7;8207;1;2;3;-7;239.42011175175
1;12;8255;1;1;4;3;208.353028033726
2;11;8506;1;3;2;2;80.2954390535469
1;8;8323;2;-7;8;1;135.274687229983
1;6;8424;1;3;7;1;31.0737103712154
1;13;8231;1;2;3;2;453.524185562264
1;10;8204;2;-7;7;2;63.4599362275951
2;2;8510;1;2;8;-7;19.5532706608277
2;5;8229;1;2;5;-7;42.3628435183233
2;6;8506;1;3;2;3;80.2954390535469
1;6;8510;1;2;8;1;17.494372926597
2;2;8227;1;2;8;1;58.1024383756425
1;3;8215;1;2;7;1;45.7793779605382
2;10;8601;1;2;8;1;34.8177939401247
2;7;8543;1;5;4;1;96.1920977240324
2;4;8266;1;1;7;-7;34.8177939401247
1;2;8236;2;-7;4;4;65.8111932408763
1;6;8438;1;1;7;1;37.9343667824311
1;13;8218;2;-7;2;1;160.0077634212
1;5;8215;2;-7;7;1;46.7534074736533
1;10;8214;1;4;8;1;64.7872498099862
2;8;8236;1;1;6;2;62.5287377338575
1;6;8229;2;-7;8;1;43.4453056800541
1;8;8265;1;2;8;-7;111.671202986618
1;7;8432;1;4;8;2;31.0737103712154
2;7;8542;1;1;5;3;68.0087227674069
2;7;8212;1;3;7;1;133.27280033577
2;4;8239;1;3;7;-7;223.928455442343
2;1;8218;1;3;5;-7;184.373976334285
1;9;8406;2;-7;7;1;37.9343667824311
2;6;8510;1;2;7;-7;17.0262627671209
2;5;8232;1;4;8;3;137.806920177096
2;4;8230;1;3;7;1;52.060942792496
1;9;8236;1;2;7;1;77.2708539003396
1;7;8231;1;2;9;1;340.572614336266
1;1;8236;2;-7;8;-7;65.8111932408763
1;4;8236;1;3;2;4;66.0076445491317
1;9;8264;1;2;8;1;31.8767383268424
1;2;8230;1;2;8;1;62.0282027227221
2;5;8232;1;2;5;4;143.129559638735
2;10;8214;1;2;3;2;52.0357340960613
2;11;8229;1;5;8;1;33.341126728719
2;5;8405;1;1;6;-7;39.016627463231
1;11;8261;1;3;2;1;174.586612665517
2;8;8206;1;3;8;-7;55.3912129575918
1;3;8265;1;2;8;1;40.9677510533507
2;5;8218;2;-7;8;1;137.855003809855
1;4;8240;1;4;6;3;164.603162774219
2;11;8229;1;1;6;2;33.341126728719
1;7;8218;2;-7;8;1;185.427056641267
2;2;8510;1;2;8;-7;19.5532706608277
2;8;8204;1;5;7;1;56.5497629605425
2;8;8265;1;1;8;4;37.6647223446157
1;10;8423;1;2;8;1;28.3682040369577
1;6;8212;1;1;9;1;164.279462215597
2;12;8230;2;-7;6;-7;29.2421688446292
2;3;8230;1;3;5;4;52.060942792496
1;2;8252;1;1;2;4;142.032038288258
2;5;8256;2;-7;2;-7;223.928455442343
2;7;8409;1;1;2;2;37.6647223446157
2;12;8215;2;-7;8;-7;34.5659288173129
2;7;8240;1;1;3;3;143.129559638735
2;5;8232;2;-7;3;1;122.748367310052
2;8;8508;1;1;5;1;80.2954390535469
1;7;8236;1;4;2;1;53.434760225776
1;5;8423;1;2;7;1;25.7821520854634
2;13;8243;2;-7;5;1;129.259026138274
2;4;8230;2;-7;2;3;52.060942792496
1;5;8234;2;-7;8;1;71.6371694553902
1;8;8510;1;4;8;1;17.494372926597
1;6;8415;1;2;5;-7;28.3682040369577
1;8;8206;1;2;8;1;64.7872498099862
2;10;8510;1;1;8;3;15.7943024977442
1;5;8212;2;-7;8;1;165.381712820244
2;5;8240;1;3;6;4;143.129559638735
2;7;8409;1;3;8;-7;34.8177939401247
1;12;8227;1;2;3;3;75.1970405436977
2;9;8215;2;-7;9;1;34.5659288173129
2;10;8243;2;-7;5;1;122.748367310052
2;4;8251;2;-7;4;2;143.129559638735
1;10;8401;1;2;6;2;31.0737103712154
2;4;8439;1;2;7;-7;25.5285231069676
1;4;8410;1;2;8;-7;31.0737103712154
1;2;8207;2;-7;8;3;351.543194367243
1;11;8510;2;-7;8;1;16.2285418585574
1;7;8231;1;4;1;2;247.107798011977
2;3;8406;1;3;7;-7;31.9602377550574
1;8;8231;2;-7;4;4;350.575771543294
1;1;8427;1;5;8;2;34.7547083105179
1;5;8227;1;5;9;1;71.1693927431894
2;3;8514;1;2;9;1;80.2954390535469
1;3;8423;1;4;8;1;29.9195901999037
1;3;8229;2;-7;9;1;43.4453056800541
1;1;8204;2;-7;3;3;77.7678802365556
2;3;8512;1;2;6;-7;80.2954390535469
1;8;8265;2;-7;8;1;34.7547083105179
1;11;8362;1;4;4;4;113.217440861469
1;3;8227;1;2;8;2;58.1024383756425
2;6;8439;1;2;6;-7;25.5285231069676
1;7;8601;1;2;8;1;31.8767383268424
2;3;8362;2;-7;3;-7;74.0861310147463
2;9;8215;1;2;7;-7;33.787238326761
1;13;8216;1;2;5;3;59.6156717098854
2;6;-9;1;1;2;1;240.263851157349
1;5;8510;1;2;8;1;71.1693927431894
2;8;8229;2;-7;9;1;32.7349243898416
2;1;8406;1;1;8;1;39.016627463231
1;8;8319;1;1;2;1;80.1310400400267
2;10;8255;1;1;2;1;240.263851157349
2;5;8264;2;-7;9;1;37.9612951612988
2;9;8216;1;4;8;1;56.5497629605425
1;4;8240;1;4;6;3;158.481972351332
1;3;8439;1;2;8;1;25.7821520854634
2;9;8218;2;-7;4;3;137.855003809855
2;2;8534;1;1;7;-7;80.2954390535469
1;11;8239;1;1;4;2;208.353028033726
2;12;8215;1;2;8;1;36.6102509834784
1;9;8232;2;-7;8;1;129.134848915855
1;2;8510;2;-7;7;1;20.0908569046506
2;11;8215;2;-7;8;1;34.5659288173129
1;7;8425;1;1;4;3;34.4831869703515
2;3;8243;2;-7;5;2;122.748367310052
2;12;8264;1;2;8;-7;37.6647223446157
2;5;8542;1;1;2;1;80.2954390535469
2;7;8232;1;4;6;1;143.129559638735
1;1;8212;1;2;8;1;164.279462215597
1;1;8508;1;5;8;2;99.2979491292016
1;7;8212;2;-7;6;1;164.279462215597
2;6;8264;2;-7;8;1;34.8177939401247
2;9;8229;1;1;4;1;32.7349243898416
2;1;8227;1;1;8;2;62.5287377338575
1;7;8212;1;1;8;1;137.193659106926
2;7;8218;1;2;8;1;142.095116353267
1;2;8510;2;-7;8;1;16.6461881369673
2;6;8541;2;-7;7;-7;96.1920977240324
1;6;8239;1;1;3;4;152.753311976989
1;1;8227;1;5;8;1;71.6371694553902
1;6;8211;1;2;7;1;71.1693927431894
1;8;8212;2;-7;4;1;164.279462215597
2;7;8229;1;2;8;1;32.7349243898416
2;3;8244;1;3;7;3;97.1029343447457
2;5;8423;1;2;8;1;28.089135067548
2;3;8243;1;3;7;4;143.129559638735
2;11;8240;2;-7;5;1;122.748367310052
1;8;8218;1;5;4;1;145.735384696726
2;13;8231;1;2;2;2;453.524185562264
1;8;8231;2;-7;5;1;350.575771543294
2;8;8244;1;1;8;-7;97.1029343447457
2;3;8236;2;-7;6;3;69.8454765969629
2;5;8506;1;1;5;3;80.2954390535469
2;4;8214;1;3;5;2;59.01370611404
2;8;8427;1;1;8;2;34.8177939401247
1;9;8510;1;4;7;1;16.2285418585574
2;3;8240;1;3;5;1;129.259026138274
2;7;8601;1;2;5;-7;34.8177939401247
1;9;8427;1;3;3;2;34.4831869703515
1;8;8232;2;-7;8;1;141.164197916935
2;7;8240;1;3;5;-7;97.1029343447457
2;3;8215;2;-7;8;1;45.6127717411273
2;8;8236;2;-7;2;1;82.007624416865
1;8;8236;1;2;8;1;58.9354337299395
2;2;8263;1;3;8;3;97.1029343447457
1;3;8510;1;4;7;1;17.494372926597
2;3;8406;1;3;8;-7;39.016627463231
2;2;8409;1;3;2;-7;34.8177939401247
2;7;8362;1;5;1;-7;118.904447558095
1;11;8218;1;2;8;1;145.735384696726
2;10;8534;1;1;2;1;68.0087227674069
1;13;8229;2;-7;9;1;31.5965860999322
2;6;8510;1;3;8;-7;17.0262627671209
2;5;8601;2;-7;7;2;44.7475742260857
2;9;8230;2;-7;8;1;29.2421688446292
2;12;8206;2;-7;8;-7;25.5655018470119
2;6;8513;1;4;8;1;96.1920977240324
1;4;8230;2;-7;4;3;63.079528228738
2;9;8212;2;-7;7;2;139.348473033844
1;8;8215;1;2;7;1;34.6321536841877
1;5;8234;1;3;9;1;58.1024383756425
2;8;8212;1;1;4;1;143.413122025624
2;8;8427;1;1;7;4;25.5655018470119
2;2;8204;1;5;8;1;62.5287377338575
1;10;8510;1;4;6;1;17.7730768620675
1;5;8229;2;-7;7;1;32.0334029629626
2;3;8214;1;2;9;3;50.7149034294347
1;10;8240;2;-7;7;1;129.134848915855
2;11;8264;1;1;7;1;40.9612412333552
1;3;8218;2;-7;8;2;150.776546284591
2;4;8515;1;1;7;-7;80.2954390535469
2;8;8215;1;3;8;1;33.787238326761
2;7;8232;1;2;7;1;137.806920177096
1;4;8510;1;4;8;1;17.7730768620675
1;5;8230;1;5;5;3;62.0282027227221
2;1;8218;2;-7;3;2;142.095116353267
1;4;8215;1;4;8;1;35.8805219879624
1;4;8218;2;-7;8;1;181.630434135561
2;3;8523;1;2;8;1;96.1920977240324
2;5;8513;1;3;8;-7;80.2954390535469
2;5;8212;1;3;4;1;140.752396181062
2;11;8207;1;3;7;-7;308.198983468715
2;4;8218;2;-7;7;1;145.194506472145
2;8;8207;1;2;6;1;239.42011175175
2;10;8265;1;3;7;2;37.6647223446157
1;7;8230;1;4;8;1;62.0282027227221
1;5;8207;1;2;8;1;364.551812845204
2;2;8264;2;-7;8;-7;34.8177939401247
2;8;8212;2;-7;8;1;133.27280033577
1;9;8601;1;3;9;1;31.8767383268424
1;3;8231;1;2;4;4;324.133316221888
1;11;8349;1;2;7;1;80.1310400400267
1;10;8218;1;2;8;1;145.735384696726
1;5;8264;2;-7;8;-7;34.7547083105179
2;7;8230;1;3;1;-7;35.963151209481
2;9;8212;1;3;8;-7;122.087404139836
1;8;8215;1;2;6;1;34.6321536841877
2;6;8236;1;2;8;-7;70.0539705411917
2;7;8229;1;3;8;1;32.7349243898416
2;5;8501;1;4;6;-7;80.2954390535469
2;6;8406;1;1;8;-7;43.2166569568887
1;12;8230;2;-7;5;3;41.0327160567181
1;3;8229;2;-7;8;1;32.5100925464258
2;10;8215;1;2;7;1;33.787238326761
1;12;8234;1;2;8;1;64.7872498099862
1;8;8230;1;4;4;1;56.9333177129465
1;1;8262;1;2;3;1;141.164197916935
1;10;8215;2;-7;8;2;35.4303168391754
1;8;8215;2;-7;8;1;35.4303168391754
2;3;8230;1;3;4;-7;44.2047066696615
2;1;8230;1;5;7;1;54.068737654359
1;6;8252;1;1;6;-7;28.3682040369577
1;10;8207;2;-7;2;1;408.914432160406
2;8;8508;1;3;8;2;80.2954390535469
1;9;8250;1;1;6;1;129.134848915855
1;5;8349;1;2;7;1;80.1310400400267
2;2;8510;2;-7;8;1;16.2007734990058
1;1;8218;1;3;2;2;318.121982724131
2;10;8427;1;1;9;4;41.7644028321189
1;5;8998;1;2;8;1;17.7730768620675
2;2;8432;2;-7;5;3;69.8454765969629
2;13;8230;2;-7;8;3;29.2421688446292
1;11;8406;2;-7;6;1;42.0178939775888
2;10;8427;2;-7;6;4;37.6647223446157
2;1;8230;2;-7;5;1;96.5867491005872
1;3;8212;2;-7;8;2;164.279462215597
2;12;8264;1;3;5;3;34.8177939401247
2;1;8239;2;-7;3;-7;176.148623127717
1;3;8424;1;2;8;2;37.9343667824311
2;2;8218;2;-7;7;2;145.194506472145
2;3;8215;1;3;8;1;45.6127717411273
2;9;8218;2;-7;9;3;154.083966068582
2;2;8542;1;1;8;-7;80.2954390535469
2;4;8304;1;1;8;-7;74.0861310147463
1;5;8243;1;5;6;3;164.603162774219
2;6;8231;2;-7;3;1;348.027141891447
1;7;8508;1;2;8;1;91.9022196167268
1;2;8252;1;1;2;-7;152.753311976989
1;11;8227;2;-7;7;1;64.7872498099862
1;8;8232;1;2;8;1;63.4599362275951
2;8;8229;2;-7;8;1;32.7349243898416
1;2;8230;1;3;4;2;75.8694463295245
1;4;8236;1;2;8;2;59.3719553578297
1;1;8427;1;2;7;1;31.8767383268424
1;12;8561;1;2;5;1;91.9022196167268
2;9;8265;2;-7;8;2;37.9612951612988
2;7;8424;1;3;4;3;265.357290749673
1;4;8362;1;4;5;-7;128.606217084254
1;3;8212;2;-7;8;1;138.575872700505
2;8;8206;1;2;4;2;62.5287377338575
2;1;8401;1;1;7;-7;31.9602377550574
1;5;8409;1;1;5;1;31.8767383268424
2;1;8352;2;-7;2;1;429.997461333682
2;8;8999;1;1;4;1;230.538885835823
2;6;8204;1;2;8;2;62.5287377338575
2;7;8510;1;3;7;-7;17.0262627671209
1;4;8255;1;4;3;3;152.753311976989
2;5;8251;1;3;4;4;163.785306260781
2;10;8266;2;-7;8;1;40.9612412333552
1;9;8601;1;2;8;-7;31.8767383268424
1;1;8510;1;2;8;1;20.0908569046506
1;8;8230;1;2;7;1;63.079528228738
1;10;8510;1;2;7;1;16.2285418585574
2;2;8439;1;2;7;-7;28.089135067548
2;9;8212;2;-7;8;1;133.27280033577
2;13;8230;1;2;8;4;29.2421688446292
1;2;8218;1;1;5;-7;143.154874571557
1;8;8229;2;-7;6;1;40.8896998424114
1;5;8215;1;3;9;1;50.0929365431336
2;4;8216;1;2;7;-7;36.6102509834784
2;6;8214;1;3;9;-7;52.0357340960613
2;13;8510;1;2;8;-7;15.7943024977442
1;8;8230;1;2;6;4;56.9333177129465
1;10;8215;1;4;6;2;35.4303168391754
1;1;8216;1;4;7;1;77.7678802365556
2;1;8240;1;2;7;-7;97.1029343447457
1;6;8236;2;-7;5;2;59.4354547910541
2;6;8410;1;3;6;-7;70.0539705411917
1;2;8230;1;2;8;1;62.0282027227221
2;12;8423;1;3;9;1;26.636248784728
1;11;8212;1;2;8;1;131.211937521916
1;3;8236;1;2;8;1;66.0076445491317
2;3;8227;1;2;1;4;62.5287377338575
1;8;8216;1;2;7;1;59.6156717098854
2;5;8362;1;1;5;-7;74.0861310147463
1;8;8227;1;2;8;1;68.9306204983896
1;5;8215;2;-7;8;1;46.7534074736533
2;5;8212;1;2;8;-7;167.979258657
2;12;8510;1;3;8;-7;15.7943024977442
2;5;8409;1;3;2;-7;34.8177939401247
2;2;8506;1;1;4;-7;80.2954390535469
1;3;8212;1;2;8;1;165.381712820244
1;6;8248;1;1;2;1;194.18723012049
2;3;8215;1;4;7;2;45.6127717411273
2;4;8232;1;3;8;4;195.475190764185
1;4;8232;1;2;5;1;35.6474305415175
2;4;8601;1;2;8;1;34.8177939401247
2;7;8236;1;3;2;1;82.007624416865
2;3;8264;2;-7;5;-7;34.8177939401247
2;5;8231;1;2;5;3;397.564562135941
1;3;8207;1;1;3;2;142.032038288258
1;3;8264;2;-7;8;1;31.8767383268424
2;10;8427;1;3;6;-7;34.8177939401247
2;5;8264;1;2;8;-7;34.8177939401247
1;6;8207;1;1;7;1;364.551812845204
1;1;8423;1;5;5;1;25.7821520854634
2;9;8230;2;-7;7;-7;40.5738115689352
1;10;8401;2;-7;2;2;160.0077634212
1;8;8601;1;1;9;1;34.4831869703515
1;11;8265;2;-7;9;1;408.914432160406
2;12;8439;1;2;6;-7;33.787238326761
1;11;8234;2;-7;5;2;59.6156717098854
2;5;8264;2;-7;5;-7;34.8177939401247
2;8;8265;1;1;4;3;34.8177939401247
2;2;8252;2;-7;3;-7;223.928455442343
2;9;8265;2;-7;7;2;34.8177939401247
1;9;8207;2;-7;8;1;408.914432160406
1;2;8514;2;-7;1;4;135.274687229983
1;11;8227;1;2;8;1;63.4599362275951
1;13;8513;2;-7;2;4;91.9022196167268
2;2;8510;1;2;8;4;17.2975092107323
1;3;8406;1;1;7;-7;37.9343667824311
2;7;8263;1;3;6;4;97.1029343447457
1;11;8406;2;-7;3;2;37.9343667824311
2;3;8406;1;2;3;1;31.9602377550574
1;4;8506;1;2;2;4;91.9022196167268
2;6;8263;1;1;7;2;122.748367310052
1;5;8231;1;3;2;2;283.74559098134
2;12;8212;2;-7;9;1;122.087404139836
2;5;8424;1;3;7;1;35.0198022634297
1;4;8425;1;1;5;2;31.8767383268424
1;3;8423;1;3;8;2;46.7534074736533
1;5;8607;1;2;7;2;79.1425642363575
2;12;8231;1;1;8;1;247.107798011977
2;8;8357;1;5;4;1;118.904447558095
2;5;8204;1;2;7;1;62.1204373001919
2;12;8212;2;-7;4;1;265.357290749673
2;6;8510;1;4;7;1;17.0262627671209
2;8;8264;1;2;7;1;34.8177939401247
2;5;8236;1;3;7;-7;63.0115078339826
1;11;8207;2;-7;7;1;408.914432160406
1;3;8601;1;1;7;1;31.8767383268424
2;7;8232;2;-7;5;4;129.259026138274
2;8;8240;1;1;8;1;97.1029343447457
2;4;8264;1;1;5;4;34.8177939401247
1;2;8229;2;-7;2;3;32.5100925464258
2;5;8214;2;-7;7;1;62.5287377338575
2;3;8230;2;-7;9;1;44.9539390118513
1;3;8239;1;2;8;-7;25.7821520854634
2;4;8432;1;3;5;-7;39.016627463231
2;6;8243;1;3;8;4;137.806920177096
1;7;8256;1;1;7;3;208.353028033726
1;5;8218;1;1;2;1;143.154874571557
2;12;8409;1;2;8;3;63.0115078339826
2;10;8423;2;-7;9;1;26.636248784728
2;5;8409;1;1;6;1;34.8177939401247
1;2;8510;1;5;7;2;20.0908569046506
2;2;8409;1;1;3;1;34.8177939401247
2;8;8263;1;3;8;1;34.8177939401247
1;11;8207;1;2;9;1;352.07262738276
